airport,month_year,freight_mail_value
"Pago Pago, TT: Pago Pago International (PPG)",August 2014,"2,716k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2014,"2,736k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2014,"2,812k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2014,"2,795k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2014,"2,762k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2015,"2,805k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2015,"2,834k"
"Pago Pago, TT: Pago Pago International (PPG)",March 2015,"2,821k"
"Pago Pago, TT: Pago Pago International (PPG)",April 2015,"2,741k"
"Pago Pago, TT: Pago Pago International (PPG)",May 2015,"2,756k"
"Pago Pago, TT: Pago Pago International (PPG)",June 2015,"2,830k"
"Pago Pago, TT: Pago Pago International (PPG)",July 2015,"2,869k"
"Pago Pago, TT: Pago Pago International (PPG)",August 2015,"2,805k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2015,"2,814k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2015,"2,778k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2015,"2,820k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2015,"2,894k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2016,"2,924k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2016,"2,904k"
"Pago Pago, TT: Pago Pago International (PPG)",March 2016,"2,980k"
"Pago Pago, TT: Pago Pago International (PPG)",April 2016,"3,100k"
"Pago Pago, TT: Pago Pago International (PPG)",May 2016,"3,227k"
"Pago Pago, TT: Pago Pago International (PPG)",June 2016,"3,228k"
"Pago Pago, TT: Pago Pago International (PPG)",July 2016,"3,267k"
"Pago Pago, TT: Pago Pago International (PPG)",August 2016,"3,306k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2016,"3,367k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2016,"3,389k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2016,"3,337k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2016,"3,378k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2017,"3,298k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2017,"3,274k"
"Pago Pago, TT: Pago Pago International (PPG)",March 2017,"3,268k"
"Pago Pago, TT: Pago Pago International (PPG)",April 2017,"3,195k"
"Pago Pago, TT: Pago Pago International (PPG)",May 2017,"3,051k"
"Pago Pago, TT: Pago Pago International (PPG)",June 2017,"3,101k"
"Pago Pago, TT: Pago Pago International (PPG)",July 2017,"3,039k"
"Pago Pago, TT: Pago Pago International (PPG)",August 2017,"2,969k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2017,"2,950k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2017,"2,918k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2017,"2,895k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2017,"2,874k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2018,"2,875k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2018,"2,960k"
"Pago Pago, TT: Pago Pago International (PPG)",March 2018,"3,005k"
"Pago Pago, TT: Pago Pago International (PPG)",April 2018,"2,986k"
"Pago Pago, TT: Pago Pago International (PPG)",May 2018,"2,988k"
"Pago Pago, TT: Pago Pago International (PPG)",June 2018,"3,047k"
"Pago Pago, TT: Pago Pago International (PPG)",July 2018,"3,062k"
"Pago Pago, TT: Pago Pago International (PPG)",August 2018,"3,170k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2018,"3,136k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2018,"3,167k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2018,"3,229k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2018,"3,189k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2019,"3,224k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2019,"3,153k"
"Pago Pago, TT: Pago Pago International (PPG)",March 2019,"3,102k"
"Pago Pago, TT: Pago Pago International (PPG)",April 2019,"3,081k"
"Pago Pago, TT: Pago Pago International (PPG)",May 2019,"3,037k"
"Pago Pago, TT: Pago Pago International (PPG)",June 2019,"2,922k"
"Pago Pago, TT: Pago Pago International (PPG)",July 2019,"2,876k"
"Pago Pago, TT: Pago Pago International (PPG)",August 2019,"2,636k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2019,"2,450k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2019,"2,386k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2019,"2,329k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2019,"2,305k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2020,"2,250k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2020,"2,284k"
"Pago Pago, TT: Pago Pago International (PPG)",March 2020,"2,242k"
"Pago Pago, TT: Pago Pago International (PPG)",April 2020,"2,164k"
"Pago Pago, TT: Pago Pago International (PPG)",May 2020,"2,194k"
"Pago Pago, TT: Pago Pago International (PPG)",June 2020,"2,290k"
"Pago Pago, TT: Pago Pago International (PPG)",July 2020,"2,386k"
"Pago Pago, TT: Pago Pago International (PPG)",August 2020,"2,591k"
"Pago Pago, TT: Pago Pago International (PPG)",September 2020,"2,854k"
"Pago Pago, TT: Pago Pago International (PPG)",October 2020,"3,044k"
"Pago Pago, TT: Pago Pago International (PPG)",November 2020,"3,099k"
"Pago Pago, TT: Pago Pago International (PPG)",December 2020,"2,992k"
"Pago Pago, TT: Pago Pago International (PPG)",January 2021,"2,994k"
"Pago Pago, TT: Pago Pago International (PPG)",February 2021,"3,020k"
"San Antonio, TX: San Antonio International (SAT)",December 2006,276m
"San Antonio, TX: San Antonio International (SAT)",January 2007,278m
"San Antonio, TX: San Antonio International (SAT)",February 2007,280m
"San Antonio, TX: San Antonio International (SAT)",March 2007,279m
"San Antonio, TX: San Antonio International (SAT)",April 2007,278m
"San Antonio, TX: San Antonio International (SAT)",May 2007,279m
"San Antonio, TX: San Antonio International (SAT)",June 2007,280m
"San Antonio, TX: San Antonio International (SAT)",July 2007,279m
"San Antonio, TX: San Antonio International (SAT)",August 2007,279m
"San Antonio, TX: San Antonio International (SAT)",September 2007,280m
"San Antonio, TX: San Antonio International (SAT)",October 2007,281m
"San Antonio, TX: San Antonio International (SAT)",November 2007,281m
"San Antonio, TX: San Antonio International (SAT)",December 2007,279m
"San Antonio, TX: San Antonio International (SAT)",January 2008,280m
"San Antonio, TX: San Antonio International (SAT)",February 2008,282m
"San Antonio, TX: San Antonio International (SAT)",March 2008,271m
"San Antonio, TX: San Antonio International (SAT)",April 2008,275m
"San Antonio, TX: San Antonio International (SAT)",May 2008,276m
"San Antonio, TX: San Antonio International (SAT)",June 2008,275m
"San Antonio, TX: San Antonio International (SAT)",July 2008,278m
"San Antonio, TX: San Antonio International (SAT)",August 2008,277m
"San Antonio, TX: San Antonio International (SAT)",September 2008,277m
"San Antonio, TX: San Antonio International (SAT)",October 2008,276m
"San Antonio, TX: San Antonio International (SAT)",November 2008,273m
"San Antonio, TX: San Antonio International (SAT)",December 2008,274m
"San Antonio, TX: San Antonio International (SAT)",January 2009,270m
"San Antonio, TX: San Antonio International (SAT)",February 2009,265m
"San Antonio, TX: San Antonio International (SAT)",March 2009,271m
"San Antonio, TX: San Antonio International (SAT)",April 2009,264m
"San Antonio, TX: San Antonio International (SAT)",May 2009,259m
"San Antonio, TX: San Antonio International (SAT)",June 2009,255m
"San Antonio, TX: San Antonio International (SAT)",July 2009,253m
"San Antonio, TX: San Antonio International (SAT)",August 2009,250m
"San Antonio, TX: San Antonio International (SAT)",September 2009,249m
"San Antonio, TX: San Antonio International (SAT)",October 2009,248m
"San Antonio, TX: San Antonio International (SAT)",November 2009,247m
"San Antonio, TX: San Antonio International (SAT)",December 2009,249m
"San Antonio, TX: San Antonio International (SAT)",January 2010,250m
"San Antonio, TX: San Antonio International (SAT)",February 2010,251m
"San Antonio, TX: San Antonio International (SAT)",March 2010,255m
"San Antonio, TX: San Antonio International (SAT)",April 2010,261m
"San Antonio, TX: San Antonio International (SAT)",May 2010,264m
"San Antonio, TX: San Antonio International (SAT)",June 2010,268m
"San Antonio, TX: San Antonio International (SAT)",July 2010,269m
"San Antonio, TX: San Antonio International (SAT)",August 2010,271m
"San Antonio, TX: San Antonio International (SAT)",September 2010,271m
"San Antonio, TX: San Antonio International (SAT)",October 2010,269m
"San Antonio, TX: San Antonio International (SAT)",November 2010,272m
"San Antonio, TX: San Antonio International (SAT)",December 2010,273m
"San Antonio, TX: San Antonio International (SAT)",January 2011,273m
"San Antonio, TX: San Antonio International (SAT)",February 2011,276m
"San Antonio, TX: San Antonio International (SAT)",March 2011,279m
"San Antonio, TX: San Antonio International (SAT)",April 2011,278m
"San Antonio, TX: San Antonio International (SAT)",May 2011,276m
"San Antonio, TX: San Antonio International (SAT)",June 2011,277m
"San Antonio, TX: San Antonio International (SAT)",July 2011,277m
"San Antonio, TX: San Antonio International (SAT)",August 2011,278m
"San Antonio, TX: San Antonio International (SAT)",September 2011,279m
"San Antonio, TX: San Antonio International (SAT)",October 2011,279m
"San Antonio, TX: San Antonio International (SAT)",November 2011,280m
"San Antonio, TX: San Antonio International (SAT)",December 2011,279m
"San Antonio, TX: San Antonio International (SAT)",January 2012,280m
"San Antonio, TX: San Antonio International (SAT)",February 2012,281m
"San Antonio, TX: San Antonio International (SAT)",March 2012,280m
"San Antonio, TX: San Antonio International (SAT)",April 2012,278m
"San Antonio, TX: San Antonio International (SAT)",May 2012,281m
"San Antonio, TX: San Antonio International (SAT)",June 2012,280m
"San Antonio, TX: San Antonio International (SAT)",July 2012,280m
"San Antonio, TX: San Antonio International (SAT)",August 2012,280m
"San Antonio, TX: San Antonio International (SAT)",September 2012,278m
"San Antonio, TX: San Antonio International (SAT)",October 2012,278m
"San Antonio, TX: San Antonio International (SAT)",November 2012,276m
"San Antonio, TX: San Antonio International (SAT)",December 2012,271m
"San Antonio, TX: San Antonio International (SAT)",January 2013,271m
"San Antonio, TX: San Antonio International (SAT)",February 2013,269m
"San Antonio, TX: San Antonio International (SAT)",March 2013,265m
"San Antonio, TX: San Antonio International (SAT)",April 2013,263m
"San Antonio, TX: San Antonio International (SAT)",May 2013,261m
"San Antonio, TX: San Antonio International (SAT)",June 2013,258m
"San Antonio, TX: San Antonio International (SAT)",July 2013,257m
"San Antonio, TX: San Antonio International (SAT)",August 2013,256m
"San Antonio, TX: San Antonio International (SAT)",September 2013,255m
"San Antonio, TX: San Antonio International (SAT)",October 2013,256m
"San Antonio, TX: San Antonio International (SAT)",November 2013,256m
"San Antonio, TX: San Antonio International (SAT)",December 2013,258m
"San Antonio, TX: San Antonio International (SAT)",January 2014,258m
"San Antonio, TX: San Antonio International (SAT)",February 2014,257m
"San Antonio, TX: San Antonio International (SAT)",March 2014,259m
"San Antonio, TX: San Antonio International (SAT)",April 2014,261m
"San Antonio, TX: San Antonio International (SAT)",May 2014,262m
"San Antonio, TX: San Antonio International (SAT)",June 2014,262m
"San Antonio, TX: San Antonio International (SAT)",July 2014,265m
"San Antonio, TX: San Antonio International (SAT)",August 2014,264m
"San Antonio, TX: San Antonio International (SAT)",September 2014,265m
"San Antonio, TX: San Antonio International (SAT)",October 2014,266m
"San Antonio, TX: San Antonio International (SAT)",November 2014,266m
"San Antonio, TX: San Antonio International (SAT)",December 2014,268m
"San Antonio, TX: San Antonio International (SAT)",January 2015,268m
"San Antonio, TX: San Antonio International (SAT)",February 2015,269m
"San Antonio, TX: San Antonio International (SAT)",March 2015,269m
"San Antonio, TX: San Antonio International (SAT)",April 2015,270m
"San Antonio, TX: San Antonio International (SAT)",May 2015,269m
"San Antonio, TX: San Antonio International (SAT)",June 2015,269m
"San Antonio, TX: San Antonio International (SAT)",July 2015,268m
"San Antonio, TX: San Antonio International (SAT)",August 2015,268m
"San Antonio, TX: San Antonio International (SAT)",September 2015,270m
"San Antonio, TX: San Antonio International (SAT)",October 2015,269m
"San Antonio, TX: San Antonio International (SAT)",November 2015,268m
"San Antonio, TX: San Antonio International (SAT)",December 2015,269m
"San Antonio, TX: San Antonio International (SAT)",January 2016,267m
"San Antonio, TX: San Antonio International (SAT)",February 2016,266m
"San Antonio, TX: San Antonio International (SAT)",March 2016,266m
"San Antonio, TX: San Antonio International (SAT)",April 2016,265m
"San Antonio, TX: San Antonio International (SAT)",May 2016,264m
"San Antonio, TX: San Antonio International (SAT)",June 2016,266m
"San Antonio, TX: San Antonio International (SAT)",July 2016,265m
"San Antonio, TX: San Antonio International (SAT)",August 2016,266m
"San Antonio, TX: San Antonio International (SAT)",September 2016,266m
"San Antonio, TX: San Antonio International (SAT)",October 2016,264m
"San Antonio, TX: San Antonio International (SAT)",November 2016,265m
"San Antonio, TX: San Antonio International (SAT)",December 2016,265m
"San Antonio, TX: San Antonio International (SAT)",January 2017,265m
"San Antonio, TX: San Antonio International (SAT)",February 2017,265m
"San Antonio, TX: San Antonio International (SAT)",March 2017,266m
"San Antonio, TX: San Antonio International (SAT)",April 2017,267m
"San Antonio, TX: San Antonio International (SAT)",May 2017,269m
"San Antonio, TX: San Antonio International (SAT)",June 2017,268m
"San Antonio, TX: San Antonio International (SAT)",July 2017,267m
"San Antonio, TX: San Antonio International (SAT)",August 2017,267m
"San Antonio, TX: San Antonio International (SAT)",September 2017,268m
"San Antonio, TX: San Antonio International (SAT)",October 2017,269m
"San Antonio, TX: San Antonio International (SAT)",November 2017,270m
"San Antonio, TX: San Antonio International (SAT)",December 2017,270m
"San Antonio, TX: San Antonio International (SAT)",January 2018,271m
"San Antonio, TX: San Antonio International (SAT)",February 2018,271m
"San Antonio, TX: San Antonio International (SAT)",March 2018,271m
"San Antonio, TX: San Antonio International (SAT)",April 2018,270m
"San Antonio, TX: San Antonio International (SAT)",May 2018,270m
"San Antonio, TX: San Antonio International (SAT)",June 2018,270m
"San Antonio, TX: San Antonio International (SAT)",July 2018,272m
"San Antonio, TX: San Antonio International (SAT)",August 2018,272m
"San Antonio, TX: San Antonio International (SAT)",September 2018,272m
"San Antonio, TX: San Antonio International (SAT)",October 2018,272m
"San Antonio, TX: San Antonio International (SAT)",November 2018,272m
"San Antonio, TX: San Antonio International (SAT)",December 2018,272m
"San Antonio, TX: San Antonio International (SAT)",January 2019,274m
"San Antonio, TX: San Antonio International (SAT)",February 2019,274m
"San Antonio, TX: San Antonio International (SAT)",March 2019,273m
"San Antonio, TX: San Antonio International (SAT)",April 2019,275m
"San Antonio, TX: San Antonio International (SAT)",May 2019,276m
"San Antonio, TX: San Antonio International (SAT)",June 2019,276m
"San Antonio, TX: San Antonio International (SAT)",July 2019,278m
"San Antonio, TX: San Antonio International (SAT)",August 2019,277m
"San Antonio, TX: San Antonio International (SAT)",September 2019,274m
"San Antonio, TX: San Antonio International (SAT)",October 2019,276m
"San Antonio, TX: San Antonio International (SAT)",November 2019,276m
"San Antonio, TX: San Antonio International (SAT)",December 2019,275m
"San Antonio, TX: San Antonio International (SAT)",January 2020,276m
"San Antonio, TX: San Antonio International (SAT)",February 2020,276m
"San Antonio, TX: San Antonio International (SAT)",March 2020,276m
"San Antonio, TX: San Antonio International (SAT)",April 2020,273m
"San Antonio, TX: San Antonio International (SAT)",May 2020,270m
"San Antonio, TX: San Antonio International (SAT)",June 2020,268m
"San Antonio, TX: San Antonio International (SAT)",July 2020,269m
"San Antonio, TX: San Antonio International (SAT)",August 2020,267m
"San Antonio, TX: San Antonio International (SAT)",September 2020,272m
"San Antonio, TX: San Antonio International (SAT)",October 2020,272m
"San Antonio, TX: San Antonio International (SAT)",November 2020,272m
"San Antonio, TX: San Antonio International (SAT)",December 2020,275m
"San Antonio, TX: San Antonio International (SAT)",January 2021,276m
"San Antonio, TX: San Antonio International (SAT)",February 2021,273m
"San Antonio, TX: San Antonio International (SAT)",March 2021,276m
"San Antonio, TX: San Antonio International (SAT)",April 2021,282m
"San Antonio, TX: San Antonio International (SAT)",May 2021,286m
"San Antonio, TX: San Antonio International (SAT)",June 2021,289m
"San Antonio, TX: San Antonio International (SAT)",July 2021,290m
"San Antonio, TX: San Antonio International (SAT)",August 2021,293m
"San Antonio, TX: San Antonio International (SAT)",September 2021,294m
"San Antonio, TX: San Antonio International (SAT)",October 2021,294m
"San Antonio, TX: San Antonio International (SAT)",November 2021,295m
"San Antonio, TX: San Antonio International (SAT)",December 2021,295m
"San Antonio, TX: San Antonio International (SAT)",January 2022,293m
"San Antonio, TX: San Antonio International (SAT)",February 2022,297m
"San Antonio, TX: San Antonio International (SAT)",March 2022,298m
"San Antonio, TX: San Antonio International (SAT)",April 2022,296m
"San Antonio, TX: San Antonio International (SAT)",May 2022,295m
"San Antonio, TX: San Antonio International (SAT)",June 2022,294m
"San Antonio, TX: San Antonio International (SAT)",July 2022,292m
"San Antonio, TX: San Antonio International (SAT)",August 2022,291m
"San Antonio, TX: San Antonio International (SAT)",September 2022,290m
"San Antonio, TX: San Antonio International (SAT)",October 2022,288m
"San Antonio, TX: San Antonio International (SAT)",November 2022,287m
"San Antonio, TX: San Antonio International (SAT)",December 2022,283m
"San Antonio, TX: San Antonio International (SAT)",January 2023,282m
"San Antonio, TX: San Antonio International (SAT)",February 2023,280m
"San Antonio, TX: San Antonio International (SAT)",March 2023,276m
"San Antonio, TX: San Antonio International (SAT)",April 2023,272m
"San Antonio, TX: San Antonio International (SAT)",May 2023,270m
"San Antonio, TX: San Antonio International (SAT)",June 2023,267m
"San Antonio, TX: San Antonio International (SAT)",July 2023,264m
"San Antonio, TX: San Antonio International (SAT)",August 2023,262m
"San Antonio, TX: San Antonio International (SAT)",September 2023,257m
"San Antonio, TX: San Antonio International (SAT)",October 2023,252m
"San Antonio, TX: San Antonio International (SAT)",November 2023,249m
"San Antonio, TX: San Antonio International (SAT)",December 2023,246m
"San Antonio, TX: San Antonio International (SAT)",January 2024,243m
"San Antonio, TX: San Antonio International (SAT)",February 2024,242m
"San Antonio, TX: San Antonio International (SAT)",March 2024,238m
"San Antonio, TX: San Antonio International (SAT)",April 2024,237m
"San Antonio, TX: San Antonio International (SAT)",May 2024,237m
"San Antonio, TX: San Antonio International (SAT)",June 2024,236m
"San Antonio, TX: San Antonio International (SAT)",July 2024,237m
"Guam, TT: Guam International (GUM)",December 2006,23m
"Guam, TT: Guam International (GUM)",January 2007,22m
"Guam, TT: Guam International (GUM)",February 2007,22m
"Guam, TT: Guam International (GUM)",March 2007,22m
"Guam, TT: Guam International (GUM)",April 2007,22m
"Guam, TT: Guam International (GUM)",May 2007,22m
"Guam, TT: Guam International (GUM)",June 2007,22m
"Guam, TT: Guam International (GUM)",July 2007,21m
"Guam, TT: Guam International (GUM)",August 2007,21m
"Guam, TT: Guam International (GUM)",September 2007,21m
"Guam, TT: Guam International (GUM)",October 2007,21m
"Guam, TT: Guam International (GUM)",November 2007,21m
"Guam, TT: Guam International (GUM)",December 2007,21m
"Guam, TT: Guam International (GUM)",January 2008,21m
"Guam, TT: Guam International (GUM)",February 2008,22m
"Guam, TT: Guam International (GUM)",March 2008,21m
"Guam, TT: Guam International (GUM)",April 2008,21m
"Guam, TT: Guam International (GUM)",May 2008,21m
"Guam, TT: Guam International (GUM)",June 2008,21m
"Guam, TT: Guam International (GUM)",July 2008,21m
"Guam, TT: Guam International (GUM)",August 2008,21m
"Guam, TT: Guam International (GUM)",September 2008,20m
"Guam, TT: Guam International (GUM)",October 2008,20m
"Guam, TT: Guam International (GUM)",November 2008,20m
"Guam, TT: Guam International (GUM)",December 2008,19m
"Guam, TT: Guam International (GUM)",January 2009,19m
"Guam, TT: Guam International (GUM)",February 2009,18m
"Guam, TT: Guam International (GUM)",March 2009,17m
"Guam, TT: Guam International (GUM)",April 2009,17m
"Guam, TT: Guam International (GUM)",May 2009,17m
"Guam, TT: Guam International (GUM)",June 2009,17m
"Guam, TT: Guam International (GUM)",July 2009,17m
"Guam, TT: Guam International (GUM)",August 2009,17m
"Guam, TT: Guam International (GUM)",September 2009,17m
"Guam, TT: Guam International (GUM)",October 2009,17m
"Guam, TT: Guam International (GUM)",November 2009,17m
"Guam, TT: Guam International (GUM)",December 2009,18m
"Guam, TT: Guam International (GUM)",January 2010,18m
"Guam, TT: Guam International (GUM)",February 2010,18m
"Guam, TT: Guam International (GUM)",March 2010,19m
"Guam, TT: Guam International (GUM)",April 2010,19m
"Guam, TT: Guam International (GUM)",May 2010,19m
"Guam, TT: Guam International (GUM)",June 2010,19m
"Guam, TT: Guam International (GUM)",July 2010,19m
"Guam, TT: Guam International (GUM)",August 2010,20m
"Guam, TT: Guam International (GUM)",September 2010,19m
"Guam, TT: Guam International (GUM)",October 2010,19m
"Guam, TT: Guam International (GUM)",November 2010,19m
"Guam, TT: Guam International (GUM)",December 2010,19m
"Guam, TT: Guam International (GUM)",January 2011,19m
"Guam, TT: Guam International (GUM)",February 2011,19m
"Guam, TT: Guam International (GUM)",March 2011,18m
"Guam, TT: Guam International (GUM)",April 2011,18m
"Guam, TT: Guam International (GUM)",May 2011,18m
"Guam, TT: Guam International (GUM)",June 2011,18m
"Guam, TT: Guam International (GUM)",July 2011,19m
"Guam, TT: Guam International (GUM)",August 2011,19m
"Guam, TT: Guam International (GUM)",September 2011,19m
"Guam, TT: Guam International (GUM)",October 2011,20m
"Guam, TT: Guam International (GUM)",November 2011,20m
"Guam, TT: Guam International (GUM)",December 2011,20m
"Guam, TT: Guam International (GUM)",January 2012,20m
"Guam, TT: Guam International (GUM)",February 2012,20m
"Guam, TT: Guam International (GUM)",March 2012,21m
"Guam, TT: Guam International (GUM)",April 2012,21m
"Guam, TT: Guam International (GUM)",May 2012,21m
"Guam, TT: Guam International (GUM)",June 2012,21m
"Guam, TT: Guam International (GUM)",July 2012,21m
"Guam, TT: Guam International (GUM)",August 2012,20m
"Guam, TT: Guam International (GUM)",September 2012,20m
"Guam, TT: Guam International (GUM)",October 2012,20m
"Guam, TT: Guam International (GUM)",November 2012,20m
"Guam, TT: Guam International (GUM)",December 2012,20m
"Guam, TT: Guam International (GUM)",January 2013,19m
"Guam, TT: Guam International (GUM)",February 2013,19m
"Guam, TT: Guam International (GUM)",March 2013,19m
"Guam, TT: Guam International (GUM)",April 2013,18m
"Guam, TT: Guam International (GUM)",May 2013,18m
"Guam, TT: Guam International (GUM)",June 2013,18m
"Guam, TT: Guam International (GUM)",July 2013,18m
"Guam, TT: Guam International (GUM)",August 2013,18m
"Guam, TT: Guam International (GUM)",September 2013,17m
"Guam, TT: Guam International (GUM)",October 2013,17m
"Guam, TT: Guam International (GUM)",November 2013,17m
"Guam, TT: Guam International (GUM)",December 2013,17m
"Guam, TT: Guam International (GUM)",January 2014,17m
"Guam, TT: Guam International (GUM)",February 2014,17m
"Guam, TT: Guam International (GUM)",March 2014,17m
"Guam, TT: Guam International (GUM)",April 2014,17m
"Guam, TT: Guam International (GUM)",May 2014,17m
"Guam, TT: Guam International (GUM)",June 2014,17m
"Guam, TT: Guam International (GUM)",July 2014,17m
"Guam, TT: Guam International (GUM)",August 2014,17m
"Guam, TT: Guam International (GUM)",September 2014,18m
"Guam, TT: Guam International (GUM)",October 2014,18m
"Guam, TT: Guam International (GUM)",November 2014,18m
"Guam, TT: Guam International (GUM)",December 2014,18m
"Guam, TT: Guam International (GUM)",January 2015,19m
"Guam, TT: Guam International (GUM)",February 2015,19m
"Guam, TT: Guam International (GUM)",March 2015,19m
"Guam, TT: Guam International (GUM)",April 2015,19m
"Guam, TT: Guam International (GUM)",May 2015,20m
"Guam, TT: Guam International (GUM)",June 2015,20m
"Guam, TT: Guam International (GUM)",July 2015,20m
"Guam, TT: Guam International (GUM)",August 2015,21m
"Guam, TT: Guam International (GUM)",September 2015,20m
"Guam, TT: Guam International (GUM)",October 2015,21m
"Guam, TT: Guam International (GUM)",November 2015,21m
"Guam, TT: Guam International (GUM)",December 2015,22m
"Guam, TT: Guam International (GUM)",January 2016,21m
"Guam, TT: Guam International (GUM)",February 2016,21m
"Guam, TT: Guam International (GUM)",March 2016,21m
"Guam, TT: Guam International (GUM)",April 2016,22m
"Guam, TT: Guam International (GUM)",May 2016,21m
"Guam, TT: Guam International (GUM)",June 2016,21m
"Guam, TT: Guam International (GUM)",July 2016,22m
"Guam, TT: Guam International (GUM)",August 2016,21m
"Guam, TT: Guam International (GUM)",September 2016,21m
"Guam, TT: Guam International (GUM)",October 2016,20m
"Guam, TT: Guam International (GUM)",November 2016,20m
"Guam, TT: Guam International (GUM)",December 2016,21m
"Guam, TT: Guam International (GUM)",January 2017,21m
"Guam, TT: Guam International (GUM)",February 2017,21m
"Guam, TT: Guam International (GUM)",March 2017,21m
"Guam, TT: Guam International (GUM)",April 2017,21m
"Guam, TT: Guam International (GUM)",May 2017,21m
"Guam, TT: Guam International (GUM)",June 2017,21m
"Guam, TT: Guam International (GUM)",July 2017,21m
"Guam, TT: Guam International (GUM)",August 2017,21m
"Guam, TT: Guam International (GUM)",September 2017,22m
"Guam, TT: Guam International (GUM)",October 2017,22m
"Guam, TT: Guam International (GUM)",November 2017,22m
"Guam, TT: Guam International (GUM)",December 2017,22m
"Guam, TT: Guam International (GUM)",January 2018,22m
"Guam, TT: Guam International (GUM)",February 2018,22m
"Guam, TT: Guam International (GUM)",March 2018,22m
"Guam, TT: Guam International (GUM)",April 2018,21m
"Guam, TT: Guam International (GUM)",May 2018,22m
"Guam, TT: Guam International (GUM)",June 2018,22m
"Guam, TT: Guam International (GUM)",July 2018,22m
"Guam, TT: Guam International (GUM)",August 2018,22m
"Guam, TT: Guam International (GUM)",September 2018,22m
"Guam, TT: Guam International (GUM)",October 2018,23m
"Guam, TT: Guam International (GUM)",November 2018,24m
"Guam, TT: Guam International (GUM)",December 2018,24m
"Guam, TT: Guam International (GUM)",January 2019,24m
"Guam, TT: Guam International (GUM)",February 2019,24m
"Guam, TT: Guam International (GUM)",March 2019,25m
"Guam, TT: Guam International (GUM)",April 2019,25m
"Guam, TT: Guam International (GUM)",May 2019,25m
"Guam, TT: Guam International (GUM)",June 2019,25m
"Guam, TT: Guam International (GUM)",July 2019,26m
"Guam, TT: Guam International (GUM)",August 2019,26m
"Guam, TT: Guam International (GUM)",September 2019,26m
"Guam, TT: Guam International (GUM)",October 2019,25m
"Guam, TT: Guam International (GUM)",November 2019,25m
"Guam, TT: Guam International (GUM)",December 2019,24m
"Guam, TT: Guam International (GUM)",January 2020,24m
"Guam, TT: Guam International (GUM)",February 2020,24m
"Guam, TT: Guam International (GUM)",March 2020,24m
"Guam, TT: Guam International (GUM)",April 2020,25m
"Guam, TT: Guam International (GUM)",May 2020,28m
"Guam, TT: Guam International (GUM)",June 2020,32m
"Guam, TT: Guam International (GUM)",July 2020,39m
"Guam, TT: Guam International (GUM)",August 2020,49m
"Guam, TT: Guam International (GUM)",September 2020,59m
"Guam, TT: Guam International (GUM)",October 2020,66m
"Guam, TT: Guam International (GUM)",November 2020,72m
"Guam, TT: Guam International (GUM)",December 2020,79m
"Guam, TT: Guam International (GUM)",January 2021,83m
"Guam, TT: Guam International (GUM)",February 2021,85m
"Guam, TT: Guam International (GUM)",March 2021,86m
"Guam, TT: Guam International (GUM)",April 2021,88m
"Guam, TT: Guam International (GUM)",May 2021,90m
"Guam, TT: Guam International (GUM)",June 2021,88m
"Guam, TT: Guam International (GUM)",July 2021,84m
"Guam, TT: Guam International (GUM)",August 2021,76m
"Guam, TT: Guam International (GUM)",September 2021,68m
"Guam, TT: Guam International (GUM)",October 2021,64m
"Guam, TT: Guam International (GUM)",November 2021,61m
"Guam, TT: Guam International (GUM)",December 2021,57m
"Guam, TT: Guam International (GUM)",January 2022,55m
"Guam, TT: Guam International (GUM)",February 2022,55m
