Airport Code,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter: Q2-2024),Year,Quarter
SPS,Wichita Falls,TX,457.22,558.12,2019,Q4
GUC,Gunnison,CO,577.03,704.37,2019,Q4
GCC,Gillette,WY,573.79,700.41,2019,Q4
BJI,Bemidji,MN,551.20,672.84,2019,Q4
EAT,Wenatchee,WA,429.79,524.63,2019,Q4
SCC,Deadhorse,AK,422.95,516.29,2019,Q4
DIK,Dickinson,ND,587.46,717.10,2019,Q4
CIU,Sault Ste. Marie,MI,559.74,683.26,2019,Q4
SHR,Sheridan,WY,857.42,1046.64,2019,Q4
GCK,Garden City,KS,490.78,599.09,2019,Q4
BQK,Brunswick,GA,498.42,608.41,2019,Q4
ART,Watertown,NY,449.83,549.10,2019,Q4
ABR,Aberdeen,SD,576.40,703.60,2019,Q4
ALW,Walla Walla,WA,369.57,451.13,2019,Q4
DLG,Dillingham,AK,885.16,1080.50,2019,Q4
FLO,Florence,SC,432.38,527.80,2019,Q4
HOB,Hobbs,NM,500.69,611.19,2019,Q4
DBQ,Dubuque,IA,548.15,669.12,2019,Q4
YKM,Yakima,WA,449.55,548.75,2019,Q4
RHI,Rhinelander,WI,545.09,665.38,2019,Q4
TWF,Twin Falls,ID,629.02,767.83,2019,Q4
PLN,Pellston,MI,585.75,715.02,2019,Q4
IMT,Iron Mountain/Kingsfd,MI,426.15,520.19,2019,Q4
EAU,Eau Claire,WI,458.10,559.20,2019,Q4
SPN,Saipan,TT,388.03,473.66,2019,Q4
PQI,Presque Isle/Houlton,ME,483.96,590.76,2019,Q4
PIH,Pocatello,ID,610.13,744.78,2019,Q4
SUX,Sioux City,IA,442.73,540.43,2019,Q4
PSG,Petersburg,AK,451.39,551.00,2019,Q4
CMX,Hancock/Houghton,MI,547.50,668.32,2019,Q4
RKS,Rock Springs,WY,513.96,627.39,2019,Q4
AKN,King Salmon,AK,750.24,915.80,2019,Q4
LAR,Laramie,WY,517.00,631.09,2019,Q4
BRD,Brainerd,MN,577.88,705.40,2019,Q4
RIW,Riverton/Lander,WY,836.10,1020.61,2019,Q4
BTM,Butte,MT,514.33,627.84,2019,Q4
HYA,Hyannis,MA,492.40,601.06,2019,Q4
CYS,Cheyenne,WY,381.55,465.75,2019,Q4
ESC,Escanaba,MI,455.13,555.57,2019,Q4
SMX,Santa Maria,CA,117.07,142.90,2019,Q4
LBF,North Platte,NE,502.54,613.44,2019,Q4
HIB,Hibbing,MN,554.29,676.62,2019,Q4
VEL,Vernal,UT,488.05,595.75,2019,Q4
CDV,Cordova,AK,394.80,481.93,2019,Q4
EAR,Kearney,NE,474.32,578.99,2019,Q4
EKO,Elko,NV,618.20,754.63,2019,Q4
ALO,Waterloo,IA,497.13,606.84,2019,Q4
MEI,Meridian,MS,433.90,529.66,2019,Q4
OTH,North Bend/Coos Bay,OR,470.96,574.90,2019,Q4
WRG,Wrangell,AK,383.13,467.68,2019,Q4
CDC,Cedar City,UT,374.94,457.68,2019,Q4
JST,Johnstown,PA,324.80,396.48,2019,Q4
PIR,Pierre,SD,493.49,602.40,2019,Q4
VCT,Victoria,TX,483.97,590.78,2019,Q4
PRC,Prescott,AZ,494.41,603.52,2019,Q4
BFF,Scottsbluff,NE,480.70,586.79,2019,Q4
CNY,Moab,UT,419.14,511.64,2019,Q4
BFM,Mobile,AL,112.87,137.77,2019,Q4
DEC,Decatur,IL,421.45,514.46,2019,Q4
INL,International Falls,MN,520.58,635.46,2019,Q4
APN,Alpena,MI,524.16,639.83,2019,Q4
SLN,Salina,KS,476.66,581.86,2019,Q4
OWB,Owensboro,KY,142.78,174.28,2019,Q4
ATY,Watertown,SD,407.60,497.55,2019,Q4
PAH,Paducah,KY,531.44,648.72,2019,Q4
JLN,Joplin,MO,463.62,565.94,2019,Q4
PIB,Hattiesburg/Laurel,MS,372.56,454.78,2019,Q4
JMS,Jamestown,ND,489.00,596.91,2019,Q4
LBL,Liberal,KS,450.75,550.23,2019,Q4
SHD,Staunton,VA,477.85,583.30,2019,Q4
ALS,Alamosa,CO,480.00,585.93,2019,Q4
YAK,Yakutat,AK,430.37,525.34,2019,Q4
HYS,Hays,KS,490.69,598.98,2019,Q4
CVN,Clovis,NM,392.74,479.41,2019,Q4
DRT,Del Rio,TX,429.30,524.04,2019,Q4
DVL,Devils Lake,ND,474.40,579.10,2019,Q4
DDC,Dodge City,KS,423.95,517.51,2019,Q4
WYS,West Yellowstone,MT,369.43,450.96,2019,Q4
BKW,Beckley,WV,429.00,523.67,2019,Q4
OGS,Ogdensburg,NY,296.47,361.90,2019,Q4
MWA,Marion/Herrin,IL,460.65,562.31,2019,Q4
IPL,El Centro,CA,364.50,444.94,2019,Q4
LWB,Lewisburg,WV,479.09,584.81,2019,Q4
LEB,Lebanon-Hanover,NH,376.29,459.34,2019,Q4
DUT,Unalaska,AK,1071.50,1307.96,2019,Q4
PUB,Pueblo,CO,462.12,564.10,2019,Q4
CGI,Cape Girardeau,MO,468.06,571.35,2019,Q4
MKG,Muskegon,MI,414.54,506.03,2019,Q4
TBN,Fort Leonard Wood,MO,338.42,413.11,2019,Q4
AUG,Augusta/Waterville,ME,374.92,457.65,2019,Q4
TEX,Telluride,CO,678.22,827.89,2019,Q4
BHB,Bar Harbor,ME,464.33,566.80,2019,Q4
PKB,Parkersburg,WV,593.00,723.87,2019,Q4
CEZ,Cortez,CO,402.39,491.19,2019,Q4
UIN,Quincy,IL,432.50,527.95,2019,Q4
RKD,Rockland,ME,443.75,541.68,2019,Q4
DUJ,DuBois,PA,487.80,595.45,2019,Q4
MGW,Morgantown,WV,487.89,595.56,2019,Q4
RUT,Rutland,VT,429.35,524.10,2019,Q4
ENA,Kenai,AK,672.34,820.72,2019,Q4
TUP,Tupelo,MS,427.33,521.64,2019,Q4
LNS,Lancaster,PA,233.00,284.42,2019,Q4
PVC,Provincetown,MA,544.75,664.97,2019,Q4
PGA,Page,AZ,404.00,493.16,2019,Q4
AIA,Alliance,NE,618.50,754.99,2019,Q4
AOO,Altoona,PA,641.00,782.46,2019,Q4
IRK,Kirksville,MO,385.87,471.03,2019,Q4
TVF,Thief River Falls,MN,457.47,558.43,2019,Q4
SDY,Sidney,MT,496.33,605.87,2019,Q4
HOM,Homer,AK,572.90,699.33,2019,Q4
MSL,Muscle Shoals,AL,343.21,418.96,2019,Q4
GLH,Greenville,MS,596.00,727.53,2019,Q4
BFD,Bradford,PA,532.62,650.16,2019,Q4
BKG,Branson,MO,92.85,113.34,2019,Q4
SLK,Saranac Lake/Lake Placid,NY,388.45,474.18,2019,Q4
MCK,McCook,NE,524.40,640.13,2019,Q4
VQS,Vieques,PR,444.80,542.96,2019,Q4
CDR,Chadron,NE,329.73,402.49,2019,Q4
ADK,Adak Island,AK,1028.50,1255.47,2019,Q4
SOW,Show Low,AZ,435.08,531.09,2019,Q4
MSS,Massena,NY,541.40,660.88,2019,Q4
MAZ,Mayaguez,PR,284.93,347.81,2019,Q4
ELD,El Dorado,AR,489.00,596.91,2019,Q4
HRO,Harrison,AR,278.00,339.35,2019,Q4
CNM,Carlsbad,NM,576.00,703.11,2019,Q4
HOT,Hot Springs,AR,532.00,649.40,2019,Q4
MKK,Hoolehua,HI,196.47,239.82,2019,Q4
VDZ,Valdez,AK,704.88,860.43,2019,Q4
HVR,Havre,MT,424.50,518.18,2019,Q4
OLF,Wolf Point,MT,380.00,463.86,2019,Q4
GDV,Glendive,MT,552.80,674.79,2019,Q4
PDT,Pendleton,OR,472.21,576.42,2019,Q4
GGW,Glasgow,MT,366.00,446.77,2019,Q4
CPX,Culebra,PR,300.75,367.12,2019,Q4
CDB,Cold Bay,AK,890.60,1087.14,2019,Q4
LNY,Lanai,HI,439.26,536.20,2019,Q4
JHM,Kapalua,HI,269.66,329.16,2019,Q4
SDP,Sandpoint,AK,937.90,1144.89,2019,Q4
MCE,Merced,CA,449.60,548.82,2019,Q4
SHH,Shishmaref,AK,520.00,634.76,2019,Q4
GAL,Galena,AK,681.00,831.29,2019,Q4
MKT,Mankato,MN,138.00,168.45,2019,Q4
OGD,Ogden,UT,116.68,142.43,2019,Q4
ISN,Williston,ND,645.37,787.79,2019,Q4
CYF,Chefornak,AK,895.00,1092.51,2019,Q4
FKL,Franklin/Oil City,PA,446.00,544.43,2019,Q4
IPT,Williamsport,PA,461.90,563.84,2019,Q4
MMH,Mammoth Lakes,CA,251.44,306.93,2019,Q4
LAX,Los Angeles,CA,328.16,398.91,2020,Q1
ORD,Chicago-O'Hare,IL,332.04,403.63,2020,Q1
DEN,Denver,CO,295.96,359.76,2020,Q1
ATL,Atlanta,GA,359.58,437.10,2020,Q1
EWR,Newark,NJ,369.92,449.67,2020,Q1
BOS,Boston,MA,324.85,394.88,2020,Q1
SEA,Seattle,WA,307.52,373.81,2020,Q1
DFW,Dallas-DFW,TX,400.52,486.86,2020,Q1
MCO,Orlando,FL,239.79,291.48,2020,Q1
SFO,San Francisco,CA,371.76,451.91,2020,Q1
PHX,Phoenix,AZ,321.07,390.28,2020,Q1
LGA,New York-La Guardia,NY,323.66,393.44,2020,Q1
JFK,New York-JFK,NY,388.19,471.88,2020,Q1
LAS,Las Vegas,NV,233.78,284.18,2020,Q1
MSP,Minneapolis,MN,368.08,447.43,2020,Q1
IAH,Houston-Intercontinental,TX,394.33,479.34,2020,Q1
PHL,Philadelphia,PA,364.29,442.83,2020,Q1
FLL,Fort Lauderdale,FL,242.55,294.84,2020,Q1
SAN,San Diego,CA,303.99,369.52,2020,Q1
DTW,Detroit,MI,362.01,440.05,2020,Q1
DCA,Washington-Reagan National,DC,359.93,437.52,2020,Q1
TPA,Tampa,FL,289.28,351.64,2020,Q1
BWI,Baltimore,MD,308.59,375.11,2020,Q1
AUS,Austin,TX,317.02,385.37,2020,Q1
MIA,Miami,FL,314.31,382.07,2020,Q1
PDX,Portland,OR,308.35,374.83,2020,Q1
BNA,Nashville,TN,326.36,396.72,2020,Q1
CLT,Charlotte,NC,393.32,478.11,2020,Q1
SLC,Salt Lake City,UT,364.52,443.10,2020,Q1
RDU,Raleigh/Durham,NC,322.21,391.68,2020,Q1
SMF,Sacramento,CA,308.99,375.60,2020,Q1
HNL,Honolulu,HI,300.93,365.81,2020,Q1
MDW,Chicago-Midway,IL,281.92,342.69,2020,Q1
STL,St. Louis,MO,363.53,441.90,2020,Q1
SJC,San Jose,CA,272.40,331.12,2020,Q1
IAD,Washington-Dulles,DC,450.35,547.43,2020,Q1
MCI,Kansas City,MO,366.88,445.97,2020,Q1
DAL,Dallas-Love Field,TX,310.14,377.01,2020,Q1
IND,Indianapolis,IN,333.40,405.27,2020,Q1
CLE,Cleveland,OH,301.09,366.00,2020,Q1
SNA,Santa Ana,CA,378.53,460.14,2020,Q1
OAK,Oakland,CA,280.62,341.11,2020,Q1
SAT,San Antonio,TX,359.31,436.77,2020,Q1
MSY,New Orleans,LA,287.37,349.33,2020,Q1
PIT,Pittsburgh,PA,342.27,416.05,2020,Q1
SJU,San Juan,PR,242.42,294.69,2020,Q1
CVG,Cincinnati,OH,315.56,383.60,2020,Q1
CMH,Columbus,OH,350.48,426.04,2020,Q1
HOU,Houston-Hobby,TX,324.40,394.33,2020,Q1
RSW,Fort Myers,FL,281.74,342.48,2020,Q1
BDL,Hartford,CT,356.73,433.63,2020,Q1
PBI,West Palm Beach/Palm Beach,FL,322.65,392.21,2020,Q1
JAX,Jacksonville,FL,354.63,431.08,2020,Q1
ONT,Ontario,CA,318.71,387.42,2020,Q1
MKE,Milwaukee,WI,339.95,413.23,2020,Q1
BUR,Burbank,CA,267.98,325.75,2020,Q1
RIC,Richmond,VA,374.11,454.76,2020,Q1
CHS,Charleston,SC,353.88,430.17,2020,Q1
OMA,Omaha,NE,360.90,438.71,2020,Q1
BUF,Buffalo,NY,319.05,387.84,2020,Q1
MEM,Memphis,TN,369.55,449.22,2020,Q1
BOI,Boise,ID,331.89,403.43,2020,Q1
ABQ,Albuquerque,NM,343.84,417.97,2020,Q1
ORF,Norfolk,VA,383.14,465.74,2020,Q1
SDF,Louisville,KY,369.67,449.37,2020,Q1
ELP,El Paso,TX,355.04,431.58,2020,Q1
OKC,Oklahoma City,OK,373.83,454.42,2020,Q1
GRR,Grand Rapids,MI,336.86,409.48,2020,Q1
OGG,Kahului,HI,271.48,330.01,2020,Q1
ANC,Anchorage,AK,458.72,557.61,2020,Q1
GEG,Spokane,WA,331.15,402.54,2020,Q1
PVD,Providence,RI,322.52,392.05,2020,Q1
RNO,Reno,NV,336.10,408.55,2020,Q1
TUS,Tucson,AZ,349.23,424.52,2020,Q1
LGB,Long Beach,CA,213.87,259.98,2020,Q1
DSM,Des Moines,IA,366.55,445.57,2020,Q1
SYR,Syracuse,NY,347.47,422.38,2020,Q1
SRQ,Sarasota/Bradenton,FL,316.98,385.32,2020,Q1
TUL,Tulsa,OK,391.95,476.45,2020,Q1
ALB,Albany,NY,367.27,446.45,2020,Q1
BHM,Birmingham,AL,424.36,515.85,2020,Q1
SAV,Savannah,GA,379.69,461.55,2020,Q1
ROC,Rochester,NY,368.42,447.85,2020,Q1
HPN,White Plains,NY,390.54,474.74,2020,Q1
KOA,Kona,HI,261.86,318.31,2020,Q1
TYS,Knoxville,TN,387.01,470.45,2020,Q1
GSP,Greenville-Spartanburg,SC,387.86,471.48,2020,Q1
PNS,Pensacola,FL,386.21,469.48,2020,Q1
LIH,Lihue,HI,244.11,296.73,2020,Q1
COS,Colorado Springs,CO,382.39,464.82,2020,Q1
MYR,Myrtle Beach,SC,315.45,383.45,2020,Q1
FAT,Fresno,CA,373.67,454.22,2020,Q1
LIT,Little Rock,AR,397.42,483.10,2020,Q1
PWM,Portland,ME,348.45,423.57,2020,Q1
MSN,Madison,WI,403.77,490.82,2020,Q1
AVL,Asheville,NC,296.31,360.19,2020,Q1
BZN,Bozeman,MT,404.76,492.02,2020,Q1
PSP,Palm Springs,CA,352.47,428.46,2020,Q1
XNA,Fayetteville,AR,447.23,543.65,2020,Q1
SFB,Sanford,FL,115.78,140.74,2020,Q1
PIE,St. Petersburg,FL,116.92,142.12,2020,Q1
EUG,Eugene,OR,340.84,414.32,2020,Q1
ICT,Wichita,KS,382.82,465.36,2020,Q1
GSO,Greensboro/High Point,NC,396.71,482.24,2020,Q1
CID,Cedar Rapids/Iowa City,IA,364.38,442.94,2020,Q1
MDT,Harrisburg,PA,393.61,478.47,2020,Q1
AZA,Phoenix,AZ,129.08,156.91,2020,Q1
HVN,New Haven,CT,357.09,434.07,2020,Q1
HSV,Huntsville,AL,502.54,610.88,2020,Q1
FSD,Sioux Falls,SD,381.18,463.36,2020,Q1
ISP,Islip,NY,261.72,318.14,2020,Q1
MHT,Manchester,NH,372.19,452.43,2020,Q1
BTV,Burlington,VT,413.95,503.19,2020,Q1
PGD,Punta Gorda,FL,129.62,157.56,2020,Q1
MAF,Midland/Odessa,TX,457.79,556.48,2020,Q1
VPS,Valparaiso,FL,415.51,505.09,2020,Q1
LEX,Lexington,KY,391.55,475.97,2020,Q1
JAN,Jackson/Vicksburg,MS,503.40,611.93,2020,Q1
ITO,Hilo,HI,178.11,216.50,2020,Q1
MFE,Mission/McAllen/Edinburg,TX,393.72,478.60,2020,Q1
ILM,Wilmington,NC,413.15,502.22,2020,Q1
SGF,Springfield,MO,412.19,501.05,2020,Q1
SBA,Santa Barbara,CA,405.74,493.22,2020,Q1
DAY,Dayton,OH,430.12,522.85,2020,Q1
CAE,Columbia,SC,437.85,532.24,2020,Q1
ATW,Appleton,WI,399.27,485.35,2020,Q1
FAR,Fargo,ND,403.40,490.37,2020,Q1
RDM,Bend/Redmond,OR,337.12,409.80,2020,Q1
ECP,Panama City,FL,388.97,472.83,2020,Q1
LBB,Lubbock,TX,399.67,485.83,2020,Q1
ABE,Allentown/Bethlehem/Easton,PA,296.82,360.81,2020,Q1
MFR,Medford,OR,336.72,409.31,2020,Q1
CHA,Chattanooga,TN,429.30,521.86,2020,Q1
FAI,Fairbanks,AK,420.60,511.27,2020,Q1
HRL,Harlingen/San Benito,TX,298.48,362.82,2020,Q1
PSC,Pasco/Kennewick/Richland,WA,395.42,480.67,2020,Q1
SBN,South Bend,IN,348.80,423.99,2020,Q1
ACY,Atlantic City,NJ,112.63,136.91,2020,Q1
BQN,Aguadilla,PR,188.58,229.23,2020,Q1
FWA,Fort Wayne,IN,360.66,438.41,2020,Q1
PVU,Provo,UT,99.47,120.91,2020,Q1
MSO,Missoula,MT,398.97,484.98,2020,Q1
TTN,Trenton,NJ,122.36,148.74,2020,Q1
CAK,Akron,OH,342.00,415.73,2020,Q1
BIL,Billings,MT,397.94,483.73,2020,Q1
TLH,Tallahassee,FL,463.59,563.54,2020,Q1
PIA,Peoria,IL,338.39,411.34,2020,Q1
STT,Charlotte Amalie,VI,342.80,416.71,2020,Q1
AMA,Amarillo,TX,408.59,496.68,2020,Q1
PAE,Everett,WA,274.98,334.27,2020,Q1
BLI,Bellingham,WA,241.37,293.41,2020,Q1
BTR,Baton Rouge,LA,468.71,569.76,2020,Q1
FNT,Flint,MI,282.06,342.86,2020,Q1
FCA,Kalispell,MT,396.51,481.99,2020,Q1
ROA,Roanoke,VA,448.90,545.68,2020,Q1
CRP,Corpus Christi,TX,451.86,549.28,2020,Q1
BGR,Bangor,ME,362.69,440.88,2020,Q1
STS,Santa Rosa,CA,312.62,380.01,2020,Q1
GRB,Green Bay,WI,471.77,573.48,2020,Q1
CHO,Charlottesville,VA,420.49,511.14,2020,Q1
SBP,San Luis Obispo,CA,421.10,511.88,2020,Q1
SHV,Shreveport,LA,474.74,577.08,2020,Q1
TVC,Traverse City,MI,382.55,465.02,2020,Q1
RAP,Rapid City,SD,409.44,497.71,2020,Q1
MLI,Moline,IL,370.44,450.30,2020,Q1
AGS,Augusta,GA,430.90,523.79,2020,Q1
DAB,Daytona Beach,FL,397.45,483.14,2020,Q1
JAC,Jackson,WY,550.56,669.26,2020,Q1
BIS,Bismarck/Mandan,ND,383.77,466.50,2020,Q1
GNV,Gainesville,FL,406.68,494.35,2020,Q1
IDA,Idaho Falls,ID,488.46,593.77,2020,Q1
EYW,Key West,FL,389.70,473.71,2020,Q1
GPT,Gulfport/Biloxi,MS,425.29,516.98,2020,Q1
JNU,Juneau,AK,416.98,506.88,2020,Q1
MOB,Mobile,AL,461.15,560.57,2020,Q1
GJT,Grand Junction,CO,387.96,471.60,2020,Q1
LFT,Lafayette,LA,489.34,594.84,2020,Q1
MRY,Monterey,CA,377.38,458.73,2020,Q1
MLB,Melbourne,FL,411.58,500.32,2020,Q1
TRI,Bristol/Johnson City/Kingsport,TN,479.41,582.76,2020,Q1
BRO,Brownsville,TX,390.12,474.23,2020,Q1
BLV,Belleville,IL,152.14,184.93,2020,Q1
LCK,Columbus,OH,129.55,157.48,2020,Q1
AVP,Scranton/Wilkes-Barre,PA,399.82,486.02,2020,Q1
BFL,Bakersfield,CA,441.03,536.11,2020,Q1
CRW,Charleston/Dunbar,WV,472.58,574.46,2020,Q1
FAY,Fayetteville,NC,413.26,502.36,2020,Q1
BMI,Bloomington/Normal,IL,354.51,430.94,2020,Q1
GTF,Great Falls,MT,397.07,482.67,2020,Q1
ASE,Aspen,CO,540.67,657.23,2020,Q1
DRO,Durango,CO,482.80,586.89,2020,Q1
PSE,Ponce,PR,204.65,248.77,2020,Q1
MGM,Montgomery,AL,503.81,612.43,2020,Q1
RFD,Rockford,IL,166.36,202.23,2020,Q1
EVV,Evansville,IN,426.75,518.75,2020,Q1
MTJ,Montrose/Delta,CO,428.31,520.64,2020,Q1
STX,Christiansted,VI,454.63,552.65,2020,Q1
MOT,Minot,ND,402.16,488.86,2020,Q1
LRD,Laredo,TX,417.62,507.65,2020,Q1
OAJ,Jacksonville/Camp Lejeune,NC,372.81,453.18,2020,Q1
ORH,Worcester,MA,319.98,388.97,2020,Q1
SCE,State College,PA,430.16,522.90,2020,Q1
DLH,Duluth,MN,420.41,511.04,2020,Q1
SGU,St. George,UT,389.65,473.66,2020,Q1
ACV,Arcata/Eureka,CA,467.39,568.15,2020,Q1
USA,Concord,NC,117.75,143.13,2020,Q1
HDN,Hayden,CO,456.86,555.35,2020,Q1
LAN,Lansing,MI,406.19,493.75,2020,Q1
LNK,Lincoln,NE,459.78,558.90,2020,Q1
GRK,Killeen,TX,386.56,469.90,2020,Q1
SAF,Santa Fe,NM,405.33,492.71,2020,Q1
HTS,Ashland,WV,253.07,307.63,2020,Q1
EGE,Eagle,CO,560.43,681.25,2020,Q1
GFK,Grand Forks,ND,415.88,505.53,2020,Q1
XWA,Williston,ND,605.65,736.22,2020,Q1
AZO,Kalamazoo,MI,458.35,557.17,2020,Q1
COU,Columbia,MO,421.58,512.47,2020,Q1
LBE,Latrobe,PA,121.50,147.69,2020,Q1
ELM,Elmira/Corning,NY,349.38,424.70,2020,Q1
SWF,Newburgh/Poughkeepsie,NY,285.91,347.55,2020,Q1
MLU,Monroe,LA,462.37,562.05,2020,Q1
BET,Bethel,AK,367.21,446.37,2020,Q1
KTN,Ketchikan,AK,477.37,580.29,2020,Q1
PBG,Plattsburgh,NY,224.68,273.12,2020,Q1
MBS,Saginaw/Bay City/Midland,MI,517.51,629.08,2020,Q1
ACK,Nantucket,MA,528.65,642.61,2020,Q1
AEX,Alexandria,LA,481.08,584.80,2020,Q1
RDD,Redding,CA,493.01,599.29,2020,Q1
LCH,Lake Charles,LA,515.36,626.47,2020,Q1
CPR,Casper,WY,530.03,644.29,2020,Q1
HLN,Helena,MT,484.57,589.03,2020,Q1
TOL,Toledo,OH,242.51,294.80,2020,Q1
ABI,Abilene,TX,541.33,658.03,2020,Q1
SCK,Stockton,CA,141.33,171.79,2020,Q1
CWA,Mosinee,WI,472.94,574.90,2020,Q1
LYH,Lynchburg,VA,451.86,549.28,2020,Q1
GUM,Guam,TT,1201.57,1460.61,2020,Q1
RST,Rochester,MN,396.49,481.97,2020,Q1
SUN,Sun Valley/Hailey/Ketchum,ID,473.48,575.55,2020,Q1
PHF,Newport News/Williamsburg,VA,455.48,553.68,2020,Q1
YUM,Yuma,AZ,453.32,551.05,2020,Q1
GRI,Grand Island,NE,293.58,356.88,2020,Q1
IAG,Niagara Falls,NY,169.90,206.53,2020,Q1
CMI,Champaign/Urbana,IL,532.04,646.74,2020,Q1
SIT,Sitka,AK,410.22,498.65,2020,Q1
PUW,Pullman,WA,372.30,452.56,2020,Q1
PSM,Portsmouth,NH,217.79,264.74,2020,Q1
ADQ,Kodiak,AK,500.26,608.11,2020,Q1
HHH,Hilton Head,SC,431.30,524.28,2020,Q1
FSM,Fort Smith,AR,514.46,625.37,2020,Q1
FLG,Flagstaff,AZ,378.70,460.34,2020,Q1
CLL,College Station/Bryan,TX,454.10,552.00,2020,Q1
TYR,Tyler,TX,502.12,610.37,2020,Q1
SPI,Springfield,IL,332.51,404.19,2020,Q1
ITH,Ithaca/Cortland,NY,455.47,553.67,2020,Q1
MVY,Martha's Vineyard,MA,496.62,603.68,2020,Q1
EWN,New Bern/Morehead/Beaufort,NC,409.82,498.17,2020,Q1
ERI,Erie,PA,378.83,460.50,2020,Q1
SBY,Salisbury,MD,469.52,570.74,2020,Q1
ACT,Waco,TX,589.76,716.90,2020,Q1
SJT,San Angelo,TX,534.17,649.33,2020,Q1
MHK,Manhattan/Ft. Riley,KS,524.35,637.40,2020,Q1
CSG,Columbus,GA,474.33,576.59,2020,Q1
TXK,Texarkana,AR,539.74,656.10,2020,Q1
CKB,Clarksburg/Fairmont,WV,253.94,308.69,2020,Q1
LAW,Lawton/Fort Sill,OK,467.28,568.02,2020,Q1
BGM,Binghamton,NY,481.94,585.84,2020,Q1
ROW,Roswell,NM,461.26,560.71,2020,Q1
VLD,Valdosta,GA,592.22,719.89,2020,Q1
HGR,Hagerstown,MD,143.10,173.95,2020,Q1
OME,Nome,AK,518.02,629.69,2020,Q1
LSE,La Crosse,WI,479.16,582.46,2020,Q1
MQT,Marquette,MI,536.17,651.76,2020,Q1
BPT,Beaumont/Port Arthur,TX,486.28,591.12,2020,Q1
GGG,Longview,TX,537.72,653.65,2020,Q1
OTZ,Kotzebue,AK,459.07,558.04,2020,Q1
GTR,Columbus,MS,567.98,690.43,2020,Q1
SWO,Stillwater,OK,442.36,537.72,2020,Q1
PPG,Pago Pago,TT,1093.51,1329.26,2020,Q1
LWS,Lewiston,ID,588.27,715.10,2020,Q1
BRW,Barrow,AK,482.67,586.73,2020,Q1
PGV,Greenville,NC,401.10,487.57,2020,Q1
ABY,Albany,GA,510.17,620.15,2020,Q1
COD,Cody,WY,510.66,620.75,2020,Q1
DHN,Dothan,AL,562.00,683.16,2020,Q1
STC,St. Cloud,MN,246.32,299.42,2020,Q1
SPS,Wichita Falls,TX,433.59,527.07,2020,Q1
GUC,Gunnison,CO,483.94,588.27,2020,Q1
GCC,Gillette,WY,547.23,665.21,2020,Q1
BJI,Bemidji,MN,549.18,667.57,2020,Q1
EAT,Wenatchee,WA,377.02,458.29,2020,Q1
SCC,Deadhorse,AK,419.82,510.32,2020,Q1
DIK,Dickinson,ND,522.57,635.22,2020,Q1
CIU,Sault Ste. Marie,MI,539.72,656.08,2020,Q1
SHR,Sheridan,WY,560.34,681.14,2020,Q1
GCK,Garden City,KS,444.23,540.00,2020,Q1
BQK,Brunswick,GA,522.76,635.46,2020,Q1
ART,Watertown,NY,407.11,494.88,2020,Q1
ABR,Aberdeen,SD,561.89,683.02,2020,Q1
ALW,Walla Walla,WA,344.80,419.13,2020,Q1
DLG,Dillingham,AK,786.71,956.31,2020,Q1
FLO,Florence,SC,444.14,539.89,2020,Q1
HOB,Hobbs,NM,473.92,576.09,2020,Q1
DBQ,Dubuque,IA,494.98,601.69,2020,Q1
YKM,Yakima,WA,412.67,501.64,2020,Q1
RHI,Rhinelander,WI,551.80,670.76,2020,Q1
TWF,Twin Falls,ID,609.94,741.43,2020,Q1
PLN,Pellston,MI,569.27,691.99,2020,Q1
IMT,Iron Mountain/Kingsfd,MI,464.47,564.61,2020,Q1
EAU,Eau Claire,WI,471.79,573.50,2020,Q1
SPN,Saipan,TT,383.13,465.72,2020,Q1
PQI,Presque Isle/Houlton,ME,503.31,611.82,2020,Q1
PIH,Pocatello,ID,586.91,713.44,2020,Q1
SUX,Sioux City,IA,441.42,536.59,2020,Q1
PSG,Petersburg,AK,405.03,492.35,2020,Q1
CMX,Hancock/Houghton,MI,513.22,623.86,2020,Q1
RKS,Rock Springs,WY,516.46,627.81,2020,Q1
AKN,King Salmon,AK,846.25,1028.69,2020,Q1
LAR,Laramie,WY,499.60,607.31,2020,Q1
BRD,Brainerd,MN,598.43,727.45,2020,Q1
RIW,Riverton/Lander,WY,517.96,629.62,2020,Q1
BTM,Butte,MT,549.95,668.51,2020,Q1
HYA,Hyannis,MA,405.78,493.26,2020,Q1
CYS,Cheyenne,WY,373.97,454.59,2020,Q1
ESC,Escanaba,MI,446.65,542.95,2020,Q1
SMX,Santa Maria,CA,112.89,137.22,2020,Q1
LBF,North Platte,NE,471.60,573.27,2020,Q1
HIB,Hibbing,MN,533.82,648.91,2020,Q1
VEL,Vernal,UT,499.03,606.62,2020,Q1
CDV,Cordova,AK,379.23,460.99,2020,Q1
EAR,Kearney,NE,473.93,576.11,2020,Q1
EKO,Elko,NV,610.07,741.60,2020,Q1
ALO,Waterloo,IA,520.38,632.57,2020,Q1
MEI,Meridian,MS,436.71,530.86,2020,Q1
OTH,North Bend/Coos Bay,OR,418.09,508.22,2020,Q1
WRG,Wrangell,AK,342.02,415.75,2020,Q1
CDC,Cedar City,UT,409.20,497.42,2020,Q1
JST,Johnstown,PA,539.57,655.90,2020,Q1
PIR,Pierre,SD,484.55,589.02,2020,Q1
VCT,Victoria,TX,334.94,407.15,2020,Q1
