Airport Code,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter: Q2-2024),Year,Quarter
PRC,Prescott,AZ,490.25,595.94,2020,Q1
BFF,Scottsbluff,NE,493.05,599.34,2020,Q1
CNY,Moab,UT,411.31,499.99,2020,Q1
BFM,Mobile,AL,131.77,160.18,2020,Q1
DEC,Decatur,IL,364.49,443.06,2020,Q1
INL,International Falls,MN,481.87,585.75,2020,Q1
APN,Alpena,MI,469.97,571.29,2020,Q1
SLN,Salina,KS,443.22,538.77,2020,Q1
OWB,Owensboro,KY,126.01,153.18,2020,Q1
ATY,Watertown,SD,420.26,510.86,2020,Q1
PAH,Paducah,KY,565.75,687.72,2020,Q1
JLN,Joplin,MO,428.09,520.38,2020,Q1
PIB,Hattiesburg/Laurel,MS,387.19,470.66,2020,Q1
JMS,Jamestown,ND,529.64,643.82,2020,Q1
LBL,Liberal,KS,436.77,530.94,2020,Q1
SHD,Staunton,VA,474.26,576.50,2020,Q1
ALS,Alamosa,CO,478.28,581.39,2020,Q1
YAK,Yakutat,AK,437.13,531.37,2020,Q1
HYS,Hays,KS,508.10,617.64,2020,Q1
CVN,Clovis,NM,346.89,421.67,2020,Q1
DRT,Del Rio,TX,414.01,503.27,2020,Q1
DVL,Devils Lake,ND,467.48,568.26,2020,Q1
DDC,Dodge City,KS,504.80,613.63,2020,Q1
BKW,Beckley,WV,590.33,717.60,2020,Q1
OGS,Ogdensburg,NY,260.49,316.65,2020,Q1
MWA,Marion/Herrin,IL,427.33,519.45,2020,Q1
IPL,El Centro,CA,345.50,419.98,2020,Q1
LWB,Lewisburg,WV,479.82,583.26,2020,Q1
LEB,Lebanon-Hanover,NH,360.56,438.29,2020,Q1
DUT,Unalaska,AK,1074.33,1305.94,2020,Q1
PUB,Pueblo,CO,439.03,533.68,2020,Q1
CGI,Cape Girardeau,MO,518.69,630.51,2020,Q1
MKG,Muskegon,MI,419.56,510.02,2020,Q1
TBN,Fort Leonard Wood,MO,388.93,472.78,2020,Q1
AUG,Augusta/Waterville,ME,427.43,519.58,2020,Q1
TEX,Telluride,CO,684.77,832.40,2020,Q1
BHB,Bar Harbor,ME,551.83,670.80,2020,Q1
PKB,Parkersburg,WV,450.00,547.01,2020,Q1
CEZ,Cortez,CO,407.87,495.80,2020,Q1
UIN,Quincy,IL,380.00,461.92,2020,Q1
RKD,Rockland,ME,417.27,507.23,2020,Q1
DUJ,DuBois,PA,487.00,591.99,2020,Q1
MGW,Morgantown,WV,373.31,453.79,2020,Q1
RUT,Rutland,VT,393.89,478.81,2020,Q1
ENA,Kenai,AK,594.54,722.71,2020,Q1
TUP,Tupelo,MS,429.00,521.49,2020,Q1
LNS,Lancaster,PA,257.00,312.41,2020,Q1
PVC,Provincetown,MA,396.77,482.31,2020,Q1
PGA,Page,AZ,626.40,761.44,2020,Q1
AIA,Alliance,NE,451.00,548.23,2020,Q1
AOO,Altoona,PA,301.75,366.80,2020,Q1
IRK,Kirksville,MO,485.43,590.08,2020,Q1
TVF,Thief River Falls,MN,336.33,408.84,2020,Q1
SDY,Sidney,MT,512.50,622.99,2020,Q1
HOM,Homer,AK,593.77,721.78,2020,Q1
MSL,Muscle Shoals,AL,635.00,771.90,2020,Q1
GLH,Greenville,MS,278.67,338.74,2020,Q1
BFD,Bradford,PA,479.33,582.67,2020,Q1
SLK,Saranac Lake/Lake Placid,NY,402.92,489.79,2020,Q1
MCK,McCook,NE,410.75,499.30,2020,Q1
VQS,Vieques,PR,677.18,823.17,2020,Q1
CDR,Chadron,NE,305.12,370.90,2020,Q1
ADK,Adak Island,AK,1168.26,1420.12,2020,Q1
SOW,Show Low,AZ,480.25,583.79,2020,Q1
MSS,Massena,NY,274.67,333.88,2020,Q1
MAZ,Mayaguez,PR,471.67,573.35,2020,Q1
ELD,El Dorado,AR,440.25,535.16,2020,Q1
HRO,Harrison,AR,288.33,350.49,2020,Q1
CNM,Carlsbad,NM,432.20,525.38,2020,Q1
HOT,Hot Springs,AR,392.00,476.51,2020,Q1
MKK,Hoolehua,HI,245.88,298.89,2020,Q1
VDZ,Valdez,AK,666.38,810.05,2020,Q1
OLF,Wolf Point,MT,893.00,1085.52,2020,Q1
GDV,Glendive,MT,474.50,576.80,2020,Q1
PDT,Pendleton,OR,415.08,504.56,2020,Q1
GGW,Glasgow,MT,332.00,403.57,2020,Q1
CPX,Culebra,PR,359.93,437.53,2020,Q1
CDB,Cold Bay,AK,1012.43,1230.69,2020,Q1
MCN,Macon,GA,426.00,517.84,2020,Q1
LNY,Lanai,HI,235.07,285.75,2020,Q1
JHM,Kapalua,HI,285.98,347.63,2020,Q1
SDP,Sandpoint,AK,729.00,886.16,2020,Q1
CEC,Crescent City,CA,369.00,448.55,2020,Q1
OOK,Toksook,AK,561.00,681.94,2020,Q1
OGD,Ogden,UT,103.72,126.08,2020,Q1
MKT,Mankato,MN,254.76,309.68,2020,Q1
IPT,Williamsport,PA,375.83,456.86,2020,Q1
MCE,Merced,CA,453.80,551.63,2020,Q1
MMH,Mammoth Lakes,CA,288.63,350.85,2020,Q1
LAX,Los Angeles,CA,278.10,339.89,2020,Q2
ORD,Chicago-O'Hare,IL,247.55,302.55,2020,Q2
DEN,Denver,CO,233.50,285.39,2020,Q2
ATL,Atlanta,GA,262.61,320.96,2020,Q2
EWR,Newark,NJ,301.79,368.84,2020,Q2
BOS,Boston,MA,254.67,311.25,2020,Q2
SEA,Seattle,WA,270.65,330.79,2020,Q2
DFW,Dallas-DFW,TX,288.01,352.00,2020,Q2
MCO,Orlando,FL,208.57,254.92,2020,Q2
SFO,San Francisco,CA,312.67,382.14,2020,Q2
PHX,Phoenix,AZ,249.26,304.64,2020,Q2
LGA,New York-La Guardia,NY,241.69,295.39,2020,Q2
JFK,New York-JFK,NY,321.04,392.37,2020,Q2
LAS,Las Vegas,NV,206.67,252.59,2020,Q2
MSP,Minneapolis,MN,267.34,326.74,2020,Q2
IAH,Houston-Intercontinental,TX,335.12,409.58,2020,Q2
PHL,Philadelphia,PA,258.11,315.45,2020,Q2
FLL,Fort Lauderdale,FL,218.52,267.07,2020,Q2
SAN,San Diego,CA,264.22,322.92,2020,Q2
DTW,Detroit,MI,280.07,342.30,2020,Q2
DCA,Washington-Reagan National,DC,262.99,321.42,2020,Q2
TPA,Tampa,FL,249.51,304.95,2020,Q2
BWI,Baltimore,MD,235.49,287.81,2020,Q2
AUS,Austin,TX,263.61,322.18,2020,Q2
MIA,Miami,FL,246.70,301.51,2020,Q2
PDX,Portland,OR,272.05,332.49,2020,Q2
BNA,Nashville,TN,224.56,274.46,2020,Q2
CLT,Charlotte,NC,320.12,391.25,2020,Q2
SLC,Salt Lake City,UT,297.77,363.92,2020,Q2
RDU,Raleigh/Durham,NC,260.44,318.30,2020,Q2
SMF,Sacramento,CA,251.70,307.62,2020,Q2
HNL,Honolulu,HI,268.87,328.61,2020,Q2
MDW,Chicago-Midway,IL,207.32,253.38,2020,Q2
STL,St. Louis,MO,245.42,299.95,2020,Q2
SJC,San Jose,CA,230.54,281.77,2020,Q2
IAD,Washington-Dulles,DC,322.66,394.35,2020,Q2
MCI,Kansas City,MO,248.73,303.99,2020,Q2
DAL,Dallas-Love Field,TX,216.92,265.12,2020,Q2
IND,Indianapolis,IN,242.96,296.94,2020,Q2
CLE,Cleveland,OH,228.26,278.98,2020,Q2
SNA,Santa Ana,CA,274.94,336.02,2020,Q2
OAK,Oakland,CA,211.28,258.23,2020,Q2
SAT,San Antonio,TX,262.70,321.07,2020,Q2
MSY,New Orleans,LA,237.95,290.82,2020,Q2
PIT,Pittsburgh,PA,248.91,304.21,2020,Q2
SJU,San Juan,PR,216.20,264.24,2020,Q2
CVG,Cincinnati,OH,214.79,262.51,2020,Q2
CMH,Columbus,OH,258.70,316.18,2020,Q2
HOU,Houston-Hobby,TX,235.24,287.51,2020,Q2
RSW,Fort Myers,FL,245.06,299.50,2020,Q2
BDL,Hartford,CT,254.12,310.59,2020,Q2
PBI,West Palm Beach/Palm Beach,FL,251.74,307.67,2020,Q2
JAX,Jacksonville,FL,270.09,330.11,2020,Q2
ONT,Ontario,CA,249.93,305.46,2020,Q2
MKE,Milwaukee,WI,262.00,320.21,2020,Q2
BUR,Burbank,CA,219.06,267.74,2020,Q2
RIC,Richmond,VA,270.27,330.32,2020,Q2
CHS,Charleston,SC,269.55,329.44,2020,Q2
OMA,Omaha,NE,254.09,310.54,2020,Q2
BUF,Buffalo,NY,260.12,317.91,2020,Q2
MEM,Memphis,TN,259.70,317.40,2020,Q2
BOI,Boise,ID,275.62,336.86,2020,Q2
ABQ,Albuquerque,NM,242.88,296.84,2020,Q2
ORF,Norfolk,VA,291.82,356.66,2020,Q2
SDF,Louisville,KY,253.88,310.29,2020,Q2
ELP,El Paso,TX,267.15,326.51,2020,Q2
OKC,Oklahoma City,OK,262.70,321.07,2020,Q2
GRR,Grand Rapids,MI,232.27,283.87,2020,Q2
OGG,Kahului,HI,217.20,265.46,2020,Q2
ANC,Anchorage,AK,384.80,470.30,2020,Q2
GEG,Spokane,WA,278.16,339.97,2020,Q2
PVD,Providence,RI,230.78,282.06,2020,Q2
RNO,Reno,NV,268.64,328.33,2020,Q2
TUS,Tucson,AZ,270.59,330.71,2020,Q2
LGB,Long Beach,CA,180.52,220.63,2020,Q2
DSM,Des Moines,IA,228.95,279.81,2020,Q2
SYR,Syracuse,NY,256.26,313.19,2020,Q2
SRQ,Sarasota/Bradenton,FL,222.51,271.95,2020,Q2
TUL,Tulsa,OK,266.47,325.68,2020,Q2
ALB,Albany,NY,256.00,312.87,2020,Q2
BHM,Birmingham,AL,271.34,331.63,2020,Q2
SAV,Savannah,GA,316.73,387.11,2020,Q2
ROC,Rochester,NY,264.52,323.29,2020,Q2
HPN,White Plains,NY,220.86,269.93,2020,Q2
KOA,Kona,HI,219.07,267.74,2020,Q2
TYS,Knoxville,TN,273.66,334.47,2020,Q2
GSP,Greenville-Spartanburg,SC,291.95,356.81,2020,Q2
PNS,Pensacola,FL,282.33,345.06,2020,Q2
LIH,Lihue,HI,182.71,223.30,2020,Q2
COS,Colorado Springs,CO,289.53,353.86,2020,Q2
MYR,Myrtle Beach,SC,235.90,288.31,2020,Q2
FAT,Fresno,CA,315.82,385.99,2020,Q2
LIT,Little Rock,AR,266.25,325.41,2020,Q2
PWM,Portland,ME,252.21,308.25,2020,Q2
MSN,Madison,WI,300.45,367.20,2020,Q2
AVL,Asheville,NC,207.83,254.00,2020,Q2
BZN,Bozeman,MT,344.98,421.63,2020,Q2
PSP,Palm Springs,CA,324.71,396.86,2020,Q2
XNA,Fayetteville,AR,294.09,359.43,2020,Q2
SFB,Sanford,FL,94.07,114.97,2020,Q2
PIE,St. Petersburg,FL,95.95,117.26,2020,Q2
EUG,Eugene,OR,292.76,357.81,2020,Q2
ICT,Wichita,KS,267.50,326.94,2020,Q2
GSO,Greensboro/High Point,NC,312.87,382.39,2020,Q2
CID,Cedar Rapids/Iowa City,IA,242.13,295.93,2020,Q2
MDT,Harrisburg,PA,242.13,295.93,2020,Q2
AZA,Phoenix,AZ,104.92,128.24,2020,Q2
HVN,New Haven,CT,247.48,302.47,2020,Q2
HSV,Huntsville,AL,363.48,444.24,2020,Q2
FSD,Sioux Falls,SD,268.04,327.60,2020,Q2
ISP,Islip,NY,201.91,246.77,2020,Q2
MHT,Manchester,NH,233.45,285.32,2020,Q2
BTV,Burlington,VT,334.98,409.40,2020,Q2
PGD,Punta Gorda,FL,107.07,130.86,2020,Q2
MAF,Midland/Odessa,TX,290.79,355.40,2020,Q2
VPS,Valparaiso,FL,250.53,306.20,2020,Q2
LEX,Lexington,KY,247.34,302.29,2020,Q2
JAN,Jackson/Vicksburg,MS,365.83,447.11,2020,Q2
ITO,Hilo,HI,145.41,177.71,2020,Q2
MFE,Mission/McAllen/Edinburg,TX,302.36,369.53,2020,Q2
ILM,Wilmington,NC,315.99,386.20,2020,Q2
SGF,Springfield,MO,246.57,301.35,2020,Q2
SBA,Santa Barbara,CA,327.77,400.60,2020,Q2
DAY,Dayton,OH,269.20,329.01,2020,Q2
CAE,Columbia,SC,303.40,370.81,2020,Q2
ATW,Appleton,WI,249.47,304.90,2020,Q2
FAR,Fargo,ND,292.71,357.75,2020,Q2
RDM,Bend/Redmond,OR,309.68,378.48,2020,Q2
ECP,Panama City,FL,234.52,286.63,2020,Q2
LBB,Lubbock,TX,256.69,313.72,2020,Q2
ABE,Allentown/Bethlehem/Easton,PA,193.28,236.23,2020,Q2
MFR,Medford,OR,307.81,376.21,2020,Q2
CHA,Chattanooga,TN,247.56,302.57,2020,Q2
FAI,Fairbanks,AK,373.76,456.80,2020,Q2
HRL,Harlingen/San Benito,TX,224.37,274.22,2020,Q2
PSC,Pasco/Kennewick/Richland,WA,291.52,356.30,2020,Q2
SBN,South Bend,IN,218.43,266.96,2020,Q2
ACY,Atlantic City,NJ,100.35,122.65,2020,Q2
FWA,Fort Wayne,IN,215.39,263.25,2020,Q2
PVU,Provo,UT,105.93,129.46,2020,Q2
MSO,Missoula,MT,324.47,396.56,2020,Q2
TTN,Trenton,NJ,112.30,137.25,2020,Q2
CAK,Akron,OH,277.39,339.02,2020,Q2
BIL,Billings,MT,346.38,423.34,2020,Q2
TLH,Tallahassee,FL,368.94,450.92,2020,Q2
PIA,Peoria,IL,190.41,232.72,2020,Q2
STT,Charlotte Amalie,VI,333.96,408.16,2020,Q2
AMA,Amarillo,TX,270.26,330.31,2020,Q2
PAE,Everett,WA,251.64,307.55,2020,Q2
BLI,Bellingham,WA,177.44,216.87,2020,Q2
BTR,Baton Rouge,LA,336.28,410.99,2020,Q2
FNT,Flint,MI,188.34,230.19,2020,Q2
FCA,Kalispell,MT,344.25,420.73,2020,Q2
ROA,Roanoke,VA,299.34,365.85,2020,Q2
CRP,Corpus Christi,TX,305.63,373.53,2020,Q2
BGR,Bangor,ME,287.32,351.16,2020,Q2
STS,Santa Rosa,CA,297.16,363.18,2020,Q2
GRB,Green Bay,WI,296.25,362.08,2020,Q2
CHO,Charlottesville,VA,268.31,327.93,2020,Q2
SBP,San Luis Obispo,CA,350.72,428.65,2020,Q2
SHV,Shreveport,LA,339.27,414.65,2020,Q2
TVC,Traverse City,MI,300.83,367.67,2020,Q2
RAP,Rapid City,SD,305.82,373.77,2020,Q2
MLI,Moline,IL,240.40,293.81,2020,Q2
AGS,Augusta,GA,261.82,319.99,2020,Q2
DAB,Daytona Beach,FL,249.68,305.16,2020,Q2
JAC,Jackson,WY,433.23,529.49,2020,Q2
BIS,Bismarck/Mandan,ND,289.30,353.58,2020,Q2
GNV,Gainesville,FL,280.06,342.29,2020,Q2
IDA,Idaho Falls,ID,321.74,393.22,2020,Q2
EYW,Key West,FL,352.89,431.29,2020,Q2
GPT,Gulfport/Biloxi,MS,319.66,390.68,2020,Q2
JNU,Juneau,AK,357.07,436.41,2020,Q2
MOB,Mobile,AL,382.61,467.62,2020,Q2
GJT,Grand Junction,CO,314.76,384.70,2020,Q2
LFT,Lafayette,LA,318.64,389.44,2020,Q2
MRY,Monterey,CA,343.19,419.44,2020,Q2
MLB,Melbourne,FL,261.48,319.58,2020,Q2
TRI,Bristol/Johnson City/Kingsport,TN,310.46,379.44,2020,Q2
BRO,Brownsville,TX,304.27,371.87,2020,Q2
BLV,Belleville,IL,98.38,120.24,2020,Q2
LCK,Columbus,OH,108.39,132.47,2020,Q2
AVP,Scranton/Wilkes-Barre,PA,290.48,355.02,2020,Q2
BFL,Bakersfield,CA,355.30,434.25,2020,Q2
CRW,Charleston/Dunbar,WV,323.55,395.44,2020,Q2
FAY,Fayetteville,NC,304.00,371.55,2020,Q2
BMI,Bloomington/Normal,IL,183.27,223.99,2020,Q2
GTF,Great Falls,MT,293.21,358.36,2020,Q2
ASE,Aspen,CO,477.78,583.94,2020,Q2
DRO,Durango,CO,412.08,503.64,2020,Q2
MGM,Montgomery,AL,337.77,412.82,2020,Q2
RFD,Rockford,IL,112.10,137.01,2020,Q2
EVV,Evansville,IN,264.70,323.51,2020,Q2
MTJ,Montrose/Delta,CO,428.81,524.08,2020,Q2
STX,Christiansted,VI,451.61,551.96,2020,Q2
MOT,Minot,ND,340.30,415.91,2020,Q2
LRD,Laredo,TX,315.52,385.63,2020,Q2
OAJ,Jacksonville/Camp Lejeune,NC,290.63,355.21,2020,Q2
ORH,Worcester,MA,191.20,233.69,2020,Q2
SCE,State College,PA,260.57,318.46,2020,Q2
DLH,Duluth,MN,249.78,305.27,2020,Q2
SGU,St. George,UT,254.80,311.42,2020,Q2
ACV,Arcata/Eureka,CA,453.32,554.04,2020,Q2
USA,Concord,NC,99.30,121.36,2020,Q2
HDN,Hayden,CO,395.16,482.96,2020,Q2
LAN,Lansing,MI,259.72,317.42,2020,Q2
LNK,Lincoln,NE,346.47,423.45,2020,Q2
GRK,Killeen,TX,268.77,328.49,2020,Q2
SAF,Santa Fe,NM,308.13,376.60,2020,Q2
HTS,Ashland,WV,141.89,173.41,2020,Q2
EGE,Eagle,CO,430.11,525.68,2020,Q2
GFK,Grand Forks,ND,401.92,491.22,2020,Q2
XWA,Williston,ND,487.89,596.29,2020,Q2
AZO,Kalamazoo,MI,305.44,373.30,2020,Q2
COU,Columbia,MO,299.84,366.46,2020,Q2
LBE,Latrobe,PA,97.28,118.90,2020,Q2
ELM,Elmira/Corning,NY,226.26,276.54,2020,Q2
SWF,Newburgh/Poughkeepsie,NY,116.15,141.95,2020,Q2
MLU,Monroe,LA,303.57,371.02,2020,Q2
BET,Bethel,AK,351.91,430.10,2020,Q2
KTN,Ketchikan,AK,417.80,510.63,2020,Q2
PBG,Plattsburgh,NY,187.38,229.02,2020,Q2
MBS,Saginaw/Bay City/Midland,MI,359.50,439.38,2020,Q2
ACK,Nantucket,MA,330.64,404.10,2020,Q2
AEX,Alexandria,LA,367.03,448.57,2020,Q2
RDD,Redding,CA,424.36,518.65,2020,Q2
LCH,Lake Charles,LA,341.14,416.94,2020,Q2
CPR,Casper,WY,434.48,531.01,2020,Q2
HLN,Helena,MT,392.65,479.89,2020,Q2
TOL,Toledo,OH,159.89,195.41,2020,Q2
ABI,Abilene,TX,322.62,394.30,2020,Q2
SCK,Stockton,CA,91.46,111.78,2020,Q2
CWA,Mosinee,WI,298.24,364.51,2020,Q2
LYH,Lynchburg,VA,316.83,387.23,2020,Q2
GUM,Guam,TT,1380.54,1687.28,2020,Q2
RST,Rochester,MN,246.21,300.91,2020,Q2
SUN,Sun Valley/Hailey/Ketchum,ID,402.38,491.78,2020,Q2
PHF,Newport News/Williamsburg,VA,287.29,351.12,2020,Q2
YUM,Yuma,AZ,340.45,416.10,2020,Q2
GRI,Grand Island,NE,179.60,219.51,2020,Q2
IAG,Niagara Falls,NY,101.03,123.48,2020,Q2
CMI,Champaign/Urbana,IL,423.70,517.84,2020,Q2
SIT,Sitka,AK,363.96,444.82,2020,Q2
PUW,Pullman,WA,305.88,373.85,2020,Q2
PSM,Portsmouth,NH,106.32,129.94,2020,Q2
ADQ,Kodiak,AK,459.91,562.10,2020,Q2
HHH,Hilton Head,SC,297.67,363.81,2020,Q2
FSM,Fort Smith,AR,362.84,443.46,2020,Q2
FLG,Flagstaff,AZ,327.04,399.70,2020,Q2
CLL,College Station/Bryan,TX,292.20,357.12,2020,Q2
TYR,Tyler,TX,305.12,372.91,2020,Q2
SPI,Springfield,IL,223.12,272.70,2020,Q2
ITH,Ithaca/Cortland,NY,308.76,377.36,2020,Q2
MVY,Martha's Vineyard,MA,409.63,500.65,2020,Q2
EWN,New Bern/Morehead/Beaufort,NC,297.32,363.38,2020,Q2
ERI,Erie,PA,263.30,321.80,2020,Q2
SBY,Salisbury,MD,275.65,336.90,2020,Q2
ACT,Waco,TX,281.36,343.88,2020,Q2
SJT,San Angelo,TX,342.34,418.40,2020,Q2
MHK,Manhattan/Ft. Riley,KS,315.16,385.18,2020,Q2
CSG,Columbus,GA,361.02,441.24,2020,Q2
TXK,Texarkana,AR,297.42,363.50,2020,Q2
CKB,Clarksburg/Fairmont,WV,166.71,203.75,2020,Q2
LAW,Lawton/Fort Sill,OK,282.45,345.21,2020,Q2
BGM,Binghamton,NY,345.21,421.91,2020,Q2
ROW,Roswell,NM,351.03,429.02,2020,Q2
VLD,Valdosta,GA,311.95,381.26,2020,Q2
HGR,Hagerstown,MD,89.93,109.91,2020,Q2
OME,Nome,AK,488.43,596.95,2020,Q2
LSE,La Crosse,WI,231.41,282.83,2020,Q2
MQT,Marquette,MI,321.72,393.20,2020,Q2
BPT,Beaumont/Port Arthur,TX,269.70,329.62,2020,Q2
GGG,Longview,TX,292.52,357.51,2020,Q2
OTZ,Kotzebue,AK,466.18,569.76,2020,Q2
GTR,Columbus,MS,373.68,456.70,2020,Q2
SWO,Stillwater,OK,272.73,333.32,2020,Q2
LWS,Lewiston,ID,321.20,392.57,2020,Q2
BRW,Barrow,AK,441.26,539.30,2020,Q2
PGV,Greenville,NC,282.08,344.75,2020,Q2
ABY,Albany,GA,278.53,340.42,2020,Q2
COD,Cody,WY,404.89,494.85,2020,Q2
DHN,Dothan,AL,415.34,507.62,2020,Q2
STC,St. Cloud,MN,98.20,120.02,2020,Q2
SPS,Wichita Falls,TX,330.15,403.50,2020,Q2
GUC,Gunnison,CO,332.20,406.01,2020,Q2
GCC,Gillette,WY,378.98,463.18,2020,Q2
BJI,Bemidji,MN,347.65,424.89,2020,Q2
EAT,Wenatchee,WA,296.68,362.60,2020,Q2
SCC,Deadhorse,AK,443.78,542.38,2020,Q2
DIK,Dickinson,ND,470.75,575.34,2020,Q2
CIU,Sault Ste. Marie,MI,401.42,490.61,2020,Q2
SHR,Sheridan,WY,424.18,518.43,2020,Q2
GCK,Garden City,KS,277.10,338.67,2020,Q2
BQK,Brunswick,GA,333.08,407.09,2020,Q2
ART,Watertown,NY,273.37,334.11,2020,Q2
ABR,Aberdeen,SD,356.45,435.65,2020,Q2
ALW,Walla Walla,WA,309.91,378.77,2020,Q2
DLG,Dillingham,AK,433.19,529.44,2020,Q2
FLO,Florence,SC,297.32,363.38,2020,Q2
HOB,Hobbs,NM,376.88,460.62,2020,Q2
DBQ,Dubuque,IA,237.93,290.79,2020,Q2
YKM,Yakima,WA,354.33,433.06,2020,Q2
RHI,Rhinelander,WI,374.68,457.93,2020,Q2
TWF,Twin Falls,ID,356.91,436.22,2020,Q2
PLN,Pellston,MI,398.96,487.61,2020,Q2
IMT,Iron Mountain/Kingsfd,MI,297.81,363.98,2020,Q2
EAU,Eau Claire,WI,380.45,464.98,2020,Q2
SPN,Saipan,TT,874.50,1068.80,2020,Q2
PQI,Presque Isle/Houlton,ME,423.74,517.89,2020,Q2
PIH,Pocatello,ID,412.73,504.43,2020,Q2
SUX,Sioux City,IA,299.82,366.43,2020,Q2
PSG,Petersburg,AK,381.71,466.52,2020,Q2
CMX,Hancock/Houghton,MI,423.63,517.76,2020,Q2
RKS,Rock Springs,WY,464.73,567.99,2020,Q2
AKN,King Salmon,AK,485.61,593.51,2020,Q2
LAR,Laramie,WY,380.64,465.21,2020,Q2
BRD,Brainerd,MN,355.18,434.09,2020,Q2
RIW,Riverton/Lander,WY,476.35,582.19,2020,Q2
BTM,Butte,MT,418.79,511.84,2020,Q2
HYA,Hyannis,MA,282.50,345.27,2020,Q2
CYS,Cheyenne,WY,177.00,216.33,2020,Q2
ESC,Escanaba,MI,304.55,372.21,2020,Q2
SMX,Santa Maria,CA,90.72,110.87,2020,Q2
LBF,North Platte,NE,439.15,536.72,2020,Q2
HIB,Hibbing,MN,392.98,480.29,2020,Q2
VEL,Vernal,UT,468.86,573.04,2020,Q2
CDV,Cordova,AK,425.96,520.60,2020,Q2
EAR,Kearney,NE,409.06,499.94,2020,Q2
EKO,Elko,NV,401.10,490.22,2020,Q2
ALO,Waterloo,IA,240.14,293.49,2020,Q2
MEI,Meridian,MS,359.41,439.27,2020,Q2
OTH,North Bend/Coos Bay,OR,313.19,382.78,2020,Q2
WRG,Wrangell,AK,495.89,606.06,2020,Q2
JST,Johnstown,PA,414.50,506.60,2020,Q2
PIR,Pierre,SD,464.08,567.19,2020,Q2
VCT,Victoria,TX,486.00,593.98,2020,Q2
PRC,Prescott,AZ,371.41,453.93,2020,Q2
BFF,Scottsbluff,NE,440.77,538.70,2020,Q2
CNY,Moab,UT,369.25,451.29,2020,Q2
DEC,Decatur,IL,324.67,396.80,2020,Q2
INL,International Falls,MN,325.25,397.52,2020,Q2
APN,Alpena,MI,421.16,514.73,2020,Q2
SLN,Salina,KS,351.88,430.07,2020,Q2
OWB,Owensboro,KY,104.69,127.95,2020,Q2
ATY,Watertown,SD,471.27,575.98,2020,Q2
PAH,Paducah,KY,397.96,486.38,2020,Q2
JLN,Joplin,MO,288.46,352.55,2020,Q2
PIB,Hattiesburg/Laurel,MS,264.09,322.77,2020,Q2
JMS,Jamestown,ND,437.20,534.34,2020,Q2
LBL,Liberal,KS,370.09,452.32,2020,Q2
SHD,Staunton,VA,423.77,517.92,2020,Q2
ALS,Alamosa,CO,388.75,475.12,2020,Q2
YAK,Yakutat,AK,566.48,692.34,2020,Q2
HYS,Hays,KS,345.56,422.34,2020,Q2
CVN,Clovis,NM,547.50,669.15,2020,Q2
DRT,Del Rio,TX,296.10,361.89,2020,Q2
DVL,Devils Lake,ND,377.50,461.38,2020,Q2
DDC,Dodge City,KS,368.18,449.98,2020,Q2
WYS,West Yellowstone,MT,283.65,346.67,2020,Q2
OGS,Ogdensburg,NY,332.71,406.63,2020,Q2
MWA,Marion/Herrin,IL,340.93,416.68,2020,Q2
LWB,Lewisburg,WV,334.09,408.32,2020,Q2
LEB,Lebanon-Hanover,NH,1120.50,1369.46,2020,Q2
PUB,Pueblo,CO,337.32,412.27,2020,Q2
CGI,Cape Girardeau,MO,529.87,647.60,2020,Q2
MKG,Muskegon,MI,407.75,498.35,2020,Q2
TBN,Fort Leonard Wood,MO,315.49,385.58,2020,Q2
GST,Gustavus,AK,188.25,230.08,2020,Q2
AUG,Augusta/Waterville,ME,803.50,982.03,2020,Q2
BHB,Bar Harbor,ME,345.60,422.39,2020,Q2
PKB,Parkersburg,WV,361.00,441.21,2020,Q2
CEZ,Cortez,CO,401.78,491.05,2020,Q2
UIN,Quincy,IL,260.80,318.75,2020,Q2
RKD,Rockland,ME,465.50,568.93,2020,Q2
DUJ,DuBois,PA,368.20,450.01,2020,Q2
MGW,Morgantown,WV,273.00,333.66,2020,Q2
TUP,Tupelo,MS,637.50,779.14,2020,Q2
ENA,Kenai,AK,331.00,404.54,2020,Q2
RUT,Rutland,VT,289.43,353.74,2020,Q2
PGA,Page,AZ,448.00,547.54,2020,Q2
AIA,Alliance,NE,370.00,452.21,2020,Q2
AOO,Altoona,PA,221.75,271.02,2020,Q2
IRK,Kirksville,MO,299.67,366.25,2020,Q2
TVF,Thief River Falls,MN,451.67,552.02,2020,Q2
SDY,Sidney,MT,532.00,650.20,2020,Q2
MSL,Muscle Shoals,AL,344.33,420.84,2020,Q2
GLH,Greenville,MS,418.00,510.87,2020,Q2
BFD,Bradford,PA,388.50,474.82,2020,Q2
BKG,Branson,MO,91.14,111.39,2020,Q2
SLK,Saranac Lake/Lake Placid,NY,219.00,267.66,2020,Q2
MCK,McCook,NE,325.00,397.21,2020,Q2
VQS,Vieques,PR,335.00,409.43,2020,Q2
CDR,Chadron,NE,282.00,344.66,2020,Q2
ADK,Adak Island,AK,777.60,950.37,2020,Q2
SOW,Show Low,AZ,401.50,490.71,2020,Q2
MSS,Massena,NY,267.50,326.93,2020,Q2
MAZ,Mayaguez,PR,270.11,330.13,2020,Q2
HRO,Harrison,AR,444.00,542.65,2020,Q2
CNM,Carlsbad,NM,599.25,732.39,2020,Q2
