Year,Month,Load Factor,Airport Name
2012,11,83.12,"- Austin, TX: Austin - Bergstrom International"
2012,12,80.52,"- Austin, TX: Austin - Bergstrom International"
2013,1,77.21,"- Austin, TX: Austin - Bergstrom International"
2013,2,79.17,"- Austin, TX: Austin - Bergstrom International"
2013,3,85.66,"- Austin, TX: Austin - Bergstrom International"
2013,4,81.11,"- Austin, TX: Austin - Bergstrom International"
2013,5,83.94,"- Austin, TX: Austin - Bergstrom International"
2013,6,84.88,"- Austin, TX: Austin - Bergstrom International"
2013,7,86.35,"- Austin, TX: Austin - Bergstrom International"
2013,8,86.37,"- Austin, TX: Austin - Bergstrom International"
2013,9,80.61,"- Austin, TX: Austin - Bergstrom International"
2013,10,84.34,"- Austin, TX: Austin - Bergstrom International"
2013,11,82.77,"- Austin, TX: Austin - Bergstrom International"
2013,12,85.55,"- Austin, TX: Austin - Bergstrom International"
2014,1,78.0,"- Austin, TX: Austin - Bergstrom International"
2014,2,80.89,"- Austin, TX: Austin - Bergstrom International"
2014,3,86.44,"- Austin, TX: Austin - Bergstrom International"
2014,4,83.76,"- Austin, TX: Austin - Bergstrom International"
2014,5,84.5,"- Austin, TX: Austin - Bergstrom International"
2014,6,84.47,"- Austin, TX: Austin - Bergstrom International"
2014,7,87.45,"- Austin, TX: Austin - Bergstrom International"
2014,8,87.07,"- Austin, TX: Austin - Bergstrom International"
2014,9,79.93,"- Austin, TX: Austin - Bergstrom International"
2014,10,85.2,"- Austin, TX: Austin - Bergstrom International"
2014,11,79.22,"- Austin, TX: Austin - Bergstrom International"
2014,12,80.44,"- Austin, TX: Austin - Bergstrom International"
2015,1,72.97,"- Austin, TX: Austin - Bergstrom International"
2015,2,76.48,"- Austin, TX: Austin - Bergstrom International"
2015,3,85.5,"- Austin, TX: Austin - Bergstrom International"
2015,4,80.81,"- Austin, TX: Austin - Bergstrom International"
2015,5,82.6,"- Austin, TX: Austin - Bergstrom International"
2015,6,84.1,"- Austin, TX: Austin - Bergstrom International"
2015,7,86.33,"- Austin, TX: Austin - Bergstrom International"
2015,8,85.52,"- Austin, TX: Austin - Bergstrom International"
2015,9,82.1,"- Austin, TX: Austin - Bergstrom International"
2015,10,87.79,"- Austin, TX: Austin - Bergstrom International"
2015,11,82.96,"- Austin, TX: Austin - Bergstrom International"
2015,12,80.59,"- Austin, TX: Austin - Bergstrom International"
2016,1,78.45,"- Austin, TX: Austin - Bergstrom International"
2016,2,78.64,"- Austin, TX: Austin - Bergstrom International"
2016,3,85.01,"- Austin, TX: Austin - Bergstrom International"
2016,4,82.63,"- Austin, TX: Austin - Bergstrom International"
2016,5,84.2,"- Austin, TX: Austin - Bergstrom International"
2016,6,86.75,"- Austin, TX: Austin - Bergstrom International"
2016,7,86.87,"- Austin, TX: Austin - Bergstrom International"
2016,8,84.88,"- Austin, TX: Austin - Bergstrom International"
2016,9,84.42,"- Austin, TX: Austin - Bergstrom International"
2016,10,86.42,"- Austin, TX: Austin - Bergstrom International"
2016,11,87.14,"- Austin, TX: Austin - Bergstrom International"
2016,12,83.32,"- Austin, TX: Austin - Bergstrom International"
2017,1,78.1,"- Austin, TX: Austin - Bergstrom International"
2017,2,80.05,"- Austin, TX: Austin - Bergstrom International"
2017,3,86.59,"- Austin, TX: Austin - Bergstrom International"
2017,4,82.89,"- Austin, TX: Austin - Bergstrom International"
2017,5,82.2,"- Austin, TX: Austin - Bergstrom International"
2017,6,84.45,"- Austin, TX: Austin - Bergstrom International"
2017,7,86.4,"- Austin, TX: Austin - Bergstrom International"
2017,8,85.33,"- Austin, TX: Austin - Bergstrom International"
2017,9,83.02,"- Austin, TX: Austin - Bergstrom International"
2017,10,87.11,"- Austin, TX: Austin - Bergstrom International"
2017,11,84.75,"- Austin, TX: Austin - Bergstrom International"
2017,12,79.46,"- Austin, TX: Austin - Bergstrom International"
2018,1,77.48,"- Austin, TX: Austin - Bergstrom International"
2018,2,79.76,"- Austin, TX: Austin - Bergstrom International"
2018,3,87.44,"- Austin, TX: Austin - Bergstrom International"
2018,4,80.71,"- Austin, TX: Austin - Bergstrom International"
2018,5,81.48,"- Austin, TX: Austin - Bergstrom International"
2018,6,84.32,"- Austin, TX: Austin - Bergstrom International"
2018,7,86.6,"- Austin, TX: Austin - Bergstrom International"
2018,8,83.29,"- Austin, TX: Austin - Bergstrom International"
2018,9,78.69,"- Austin, TX: Austin - Bergstrom International"
2018,10,85.24,"- Austin, TX: Austin - Bergstrom International"
2018,11,85.15,"- Austin, TX: Austin - Bergstrom International"
2018,12,80.56,"- Austin, TX: Austin - Bergstrom International"
2019,1,76.17,"- Austin, TX: Austin - Bergstrom International"
2019,2,77.25,"- Austin, TX: Austin - Bergstrom International"
2019,3,87.61,"- Austin, TX: Austin - Bergstrom International"
2019,4,84.83,"- Austin, TX: Austin - Bergstrom International"
2019,5,84.2,"- Austin, TX: Austin - Bergstrom International"
2019,6,87.57,"- Austin, TX: Austin - Bergstrom International"
2019,7,88.64,"- Austin, TX: Austin - Bergstrom International"
2019,8,85.93,"- Austin, TX: Austin - Bergstrom International"
2019,9,81.46,"- Austin, TX: Austin - Bergstrom International"
2019,10,85.68,"- Austin, TX: Austin - Bergstrom International"
2019,11,83.75,"- Austin, TX: Austin - Bergstrom International"
2019,12,84.6,"- Austin, TX: Austin - Bergstrom International"
2020,1,78.59,"- Austin, TX: Austin - Bergstrom International"
2020,2,78.54,"- Austin, TX: Austin - Bergstrom International"
2020,3,44.98,"- Austin, TX: Austin - Bergstrom International"
2020,4,7.75,"- Austin, TX: Austin - Bergstrom International"
2020,5,28.89,"- Austin, TX: Austin - Bergstrom International"
2020,6,49.98,"- Austin, TX: Austin - Bergstrom International"
2020,7,43.06,"- Austin, TX: Austin - Bergstrom International"
2020,8,45.39,"- Austin, TX: Austin - Bergstrom International"
2020,9,56.63,"- Austin, TX: Austin - Bergstrom International"
2020,10,63.11,"- Austin, TX: Austin - Bergstrom International"
2020,11,57.74,"- Austin, TX: Austin - Bergstrom International"
2020,12,60.42,"- Austin, TX: Austin - Bergstrom International"
2021,1,53.05,"- Austin, TX: Austin - Bergstrom International"
2021,2,55.89,"- Austin, TX: Austin - Bergstrom International"
2021,3,66.05,"- Austin, TX: Austin - Bergstrom International"
2021,4,67.73,"- Austin, TX: Austin - Bergstrom International"
2021,5,76.93,"- Austin, TX: Austin - Bergstrom International"
2021,6,83.54,"- Austin, TX: Austin - Bergstrom International"
2021,7,86.69,"- Austin, TX: Austin - Bergstrom International"
2021,8,75.47,"- Austin, TX: Austin - Bergstrom International"
2021,9,69.27,"- Austin, TX: Austin - Bergstrom International"
2021,10,77.85,"- Austin, TX: Austin - Bergstrom International"
2021,11,78.54,"- Austin, TX: Austin - Bergstrom International"
2021,12,78.18,"- Austin, TX: Austin - Bergstrom International"
2022,1,58.0,"- Austin, TX: Austin - Bergstrom International"
2022,2,70.93,"- Austin, TX: Austin - Bergstrom International"
2022,3,83.95,"- Austin, TX: Austin - Bergstrom International"
2022,4,83.18,"- Austin, TX: Austin - Bergstrom International"
2022,5,83.32,"- Austin, TX: Austin - Bergstrom International"
2022,6,87.5,"- Austin, TX: Austin - Bergstrom International"
2022,7,86.72,"- Austin, TX: Austin - Bergstrom International"
2022,8,81.4,"- Austin, TX: Austin - Bergstrom International"
2022,9,79.4,"- Austin, TX: Austin - Bergstrom International"
2022,10,84.72,"- Austin, TX: Austin - Bergstrom International"
2022,11,81.35,"- Austin, TX: Austin - Bergstrom International"
2022,12,78.82,"- Austin, TX: Austin - Bergstrom International"
2023,1,70.57,"- Austin, TX: Austin - Bergstrom International"
2023,2,72.13,"- Austin, TX: Austin - Bergstrom International"
2023,3,81.68,"- Austin, TX: Austin - Bergstrom International"
2023,4,79.97,"- Austin, TX: Austin - Bergstrom International"
2023,5,78.85,"- Austin, TX: Austin - Bergstrom International"
2023,6,84.14,"- Austin, TX: Austin - Bergstrom International"
2023,7,84.91,"- Austin, TX: Austin - Bergstrom International"
2023,8,75.18,"- Austin, TX: Austin - Bergstrom International"
2023,9,76.34,"- Austin, TX: Austin - Bergstrom International"
2023,10,81.47,"- Austin, TX: Austin - Bergstrom International"
2023,11,79.77,"- Austin, TX: Austin - Bergstrom International"
2023,12,75.53,"- Austin, TX: Austin - Bergstrom International"
2024,1,75.3,"- Austin, TX: Austin - Bergstrom International"
2024,2,76.0,"- Austin, TX: Austin - Bergstrom International"
2024,3,83.63,"- Austin, TX: Austin - Bergstrom International"
2024,4,78.95,"- Austin, TX: Austin - Bergstrom International"
2024,5,81.26,"- Austin, TX: Austin - Bergstrom International"
2024,6,82.31,"- Austin, TX: Austin - Bergstrom International"
2024,7,84.48,"- Austin, TX: Austin - Bergstrom International"
2002,10,70.23,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2002,11,69.34,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2002,12,70.64,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,1,64.17,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,2,66.28,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,3,73.79,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,4,75.28,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,5,76.86,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,6,80.04,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,7,83.63,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,8,82.57,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,9,68.06,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,10,71.95,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,11,71.73,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2003,12,67.8,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,1,64.41,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,2,66.69,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,3,77.7,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,4,80.15,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,5,77.73,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,6,79.33,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,7,79.34,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,8,78.93,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,9,64.35,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,10,67.79,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,11,68.36,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2004,12,62.68,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,1,64.2,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,2,62.36,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,3,73.52,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,4,71.26,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,5,73.13,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,6,76.67,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,7,81.15,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,8,79.93,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,9,69.62,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,10,72.34,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,11,74.41,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2005,12,68.41,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,1,67.35,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,2,70.98,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,3,80.18,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,4,82.57,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,5,82.78,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,6,83.16,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,7,83.85,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,8,81.85,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,9,71.63,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,10,73.64,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,11,74.23,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2006,12,69.77,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,1,67.49,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,2,70.0,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,3,76.67,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,4,79.97,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,5,79.17,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,6,84.29,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,7,85.2,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,8,84.72,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,9,73.74,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,10,76.41,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,11,76.18,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2007,12,72.23,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,1,69.58,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,2,72.09,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,3,83.69,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,4,79.17,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,5,82.71,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,6,83.35,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,7,81.78,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,8,82.66,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,9,72.06,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,10,78.05,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,11,72.55,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2008,12,74.14,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,1,72.06,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,2,72.71,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,3,81.88,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,4,83.29,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,5,81.15,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,6,84.16,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,7,87.54,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,8,87.29,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,9,78.72,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,10,82.3,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,11,80.22,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2009,12,77.04,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,1,74.51,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,2,73.88,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,3,82.17,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,4,84.5,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,5,81.01,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,6,84.72,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,7,86.55,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,8,86.57,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,9,76.23,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,10,83.03,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,11,81.37,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2010,12,78.78,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,1,75.43,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,2,74.17,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,3,82.25,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,4,81.71,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,5,84.53,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,6,84.21,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,7,85.24,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,8,86.04,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,9,77.98,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,10,80.67,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,11,81.24,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
2011,12,77.55,"- Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
